OrganRus,Val1,Val2,Val3,Val4,Val5,Val6,Val7,Val8,Samples
"МЕДИАЛЬНАЯ АРТЕРИЯ, ОГИБАЮЩАЯ БЕДРО",1.75980000,1.82230000,1.97850000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
МЕДИАЛЬНЫЙ КОЖНЫЙ НЕРВ НАДПЛЕЧЬЯ,1.72150000,2.42600000,1.86100000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
МЕЖЖЕЛУДОЧКОВАЯ  ПЕРЕГОРОДКА.,1.75720000,-739.31730000,1.67170000,0.00000000,1.75760000,0.00000000,1.67720000,0.00000000,1
МЕЖПОЗВОНКОВЫЙ ДИСК,1.76400000,1.32400000,1.87800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
МЕЛАНОЦИТ,1.76400000,1.32400000,1.87800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
МИКРОТРУБОЧКИ,1.73850000,-0.34260000,0.19080000,-1.26520000,1.86500000,-0.34760000,0.20310000,-1.38640000,1
МИКРОФИЛАМЕНТЫ,1.83330000,0.67830000,1.82580000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00010000,1
МИТОХОНДРИИ,1.75770000,0.94500000,2.07870000,1.26240000,0.89210000,0.00000000,1.70840000,1.00000000,4
МИТОХОНДРИЯ,1.67990000,0.60850000,1.70470000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00010000,2
МНОГОСЛОЙНЫЙ ПЛОСКИЙ НЕОРОГОВЕВАЮЩИЙ ЭПИТЕЛИЙ,1.63530000,2.21920000,-0.00910000,2.16510000,0.00000000,0.00000000,0.00000000,0.00000000,1
МОЗГОВОЙ СЛОЙ,1.76400000,1.32400000,1.87800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
МОЗГОВОЙ СЛОЙ ПОЧКИ,1.72890000,1.47260000,1.95080000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
МОЗЖЕЧОК,1.81600000,1.05400000,1.45530000,-15.61670000,-0.93240000,0.00000000,0.00000000,0.00000000,3
МОЛЕКУЛА ПЕПТИДИЛТРАНСФЕРАЗЫ.,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1.91600000,1.93160000,2
МОЛЕКУЛА ТРАНСПОРТНОЙ  РНК.,1.74930000,1.79620000,1.84310000,0.57620000,0.58140000,0.58660000,0.59180000,0.59700000,3
МОЧЕТОЧНИК,1.73740000,0.99670000,1.28690000,0.56580000,1.19600000,0.43200000,1.22490000,0.58920000,3
МЫШЕЧНАЯ ОБОЛОЧКА,1.80660000,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1.91600000,3
МЫШЕЧНЫЕ ВОЛОКНА,1.86910000,1.88480000,1.90040000,1.91600000,1.93160000,1.94730000,1.96290000,1.97850000,1
МЫШЦЫ СПИНЫ,1.80660000,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1.91600000,1
МЯГКОЕ Н,1.72310000,0.00000000,1.66150000,0.00000000,1.73110000,0.00000000,1.67270000,0.00000000,1
НАДГОРТАННИК,1.73080000,-0.17130000,0.92610000,-0.63260000,1.79810000,-0.17380000,0.93790000,-0.69320000,2
НАДПОЧЕЧНИК,1.76760000,1.83010000,1.98630000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НАРУЖНАЯ  ЛИПОПРОТЕИДНАЯ  МЕМБРАНА,1.73850000,-0.34260000,0.19080000,-1.26520000,1.86500000,-0.34760000,0.20310000,-1.38640000,4
НАРУЖНАЯ  ЭЛАСТИЧЕСКАЯ  МЕМБРАНА.,1.81600000,1.41500000,2.31600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НАРУЖНАЯ (СОЕДИНИТЕЛЬНОТКАННАЯ) ОБОЛОЧКА,1.65400000,1.23600000,1.71500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НАРУЖНАЯ ПОДВЗДОШНАЯ АРТЕРИЯ,1.72310000,0.00000000,1.66150000,0.00000000,1.73110000,0.00000000,1.67270000,0.00000000,1
НАРУЖНАЯ ПОДВЗДОШНАЯ ВЕНА,1.72070000,1.78320000,1.84570000,1.90820000,0.00000000,0.00000000,0.00000000,0.00000000,1
НАРУЖНАЯ СОННАЯ АРТЕРИЯ,1.73970000,-0.00090000,0.00000000,0.00000000,0.93750000,-0.21620000,0.96520000,0.91370000,2
НАРУЖНЫЙ  ПРОДОЛЬНЫЙ  МЫШЕЧНЫЙ  СЛОЙ,1.70870000,-0.00180000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81970000,1
НАРУЖНЫЙ  ПРОДОЛЬНЫЙ  МЫШЕЧНЫЙ  СЛОЙ.,1.71350000,0.03670000,0.03890000,-0.06850000,0.89510000,0.26640000,-0.16140000,-0.75020000,2
НЕРВНЫЙ ПУЧОК,1.73040000,0.00000000,1.76280000,0.00000000,1.74920000,14.51730000,1.76560000,0.00000000,1
НИЖНЯЯ АЛЬВЕОЛЯРНАЯ АРТЕРИЯ,1.73630000,0.76650000,0.83350000,0.00000000,0.93750000,-0.21620000,0.96520000,0.00390000,2
НИЖНЯЯ БРЫЖЕЕЧНАЯ АРТЕРИЯ,1.72500000,0.00000000,1.81250000,0.00000000,1.90620000,0.00000000,2.25000000,0.00000000,1
НИЖНЯЯ НОСОВАЯ РАКОВИНА,1.61910000,1.80660000,1.96290000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НИЖНЯЯ ПОЛАЯ ВЕНА,1.74030000,1.50980000,1.88890000,0.31800000,0.33480000,0.00000000,0.00000000,-0.00040000,6
НИЖНЯЯ ЧЕЛЮСТЬ,1.59570000,1.65820000,1.72070000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НИЖНЯЯ ЩИТОВИДНАЯ АРТЕРИЯ,1.66850000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
НИСХОДЯЩИЙ ОТДЕЛ АОРТЫ,1.75400000,0.00000000,0.00000000,0.00000000,7.76610000,143.80680000,0.00000000,0.00000000,1
НОСОВАЯ ПОЛОСТЬ,1.65200000,1.11800000,1.28400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
НОЧНАЯ АРТЕРИЯ,1.58900000,0.64600000,1.56130000,0.00000000,0.95310000,0.00000000,1.12500000,0.00000000,2
ОБКЛАДОЧНЫЕ  КЛКТКИ - ВЫДЕЛЯЮЩИЕ  СЛИЗЬ.,1.79880000,1.86130000,1.98630000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ОБЩАЯ ПЕЧ,1.69730000,1.82230000,1.94730000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ОБЩАЯ ПЕЧЕНОЧНАЯ АРТЕРИЯ,1.66850000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
ОБЩАЯ ПОДВЗДОШНАЯ АРТЕРИЯ,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
ОБЩАЯ СОННАЯ АРТЕРИЯ,1.75520000,0.52970000,0.09540000,-0.63260000,0.76040000,-0.53090000,0.60160000,-0.69320000,2
ОГИБАЮЩАЯ ВЕТВЬ ЛЕВОЙ ВЕНЕЧНОЙ АРТЕРИИ,1.75590000,1.79490000,1.83400000,0.88770000,0.89550000,0.90330000,0.91110000,0.91890000,2
ОСНОВНАЯ  ПЛАСТИНКА,1.69200000,1.09200000,1.34500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ОСНОВНАЯ АРТЕРИЯ,1.75050000,1.01650000,0.99620000,0.76200000,0.47000000,-0.08480000,0.05280000,-0.34710000,4
ПАРАНЕВРИЙ,1.77800000,1.53300000,1.66700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПАРАЩИТОВИДНАЯ ЖЕЛЕЗА,1.61130000,1.73630000,1.92380000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЕРВАЯ ПЯСТНАЯ КОСТЬ,1.66100000,1.30700000,1.74800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЕРЕДНЯЯ ВЕНА СЕРДЦА,1.61910000,1.80660000,1.96290000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЕРЕДНЯЯ ДУГА АТЛАНТА,1.75780000,0.00000000,1.83900000,-1.19940000,1.75890000,0.00000000,0.00000000,0.00000000,1
ПЕРЕДНЯЯ МЕЖЖЕЛУДОЧКОВАЯ АРТЕРИЯ,1.77220000,0.99870000,1.54930000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЕРЕДНЯЯ МОЗГОВАЯ АРТЕРИЯ,1.72020000,0.40530000,1.74220000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,3
ПЕРЕШЕЕК ЩИТОВИДНОЙ ЖЕЛЕЗЫ,1.75750000,1.66200000,2.58950000,1.57080000,0.00000000,0.00000000,1.69530000,2.00000000,2
ПЕРИНЕВРИЙ,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1.80660000,1.82230000,1.83790000,1
ПЕРИОДОНТАЛЬНОЕ ПРОСТРАНСТВО,1.68160000,1.69730000,1.71290000,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1
ПЕЧЕНЬ,1.68330000,0.56150000,0.96150000,0.00000000,0.93750000,-0.21620000,0.96520000,0.00390000,2
ПИЛОРИЧЕСКАЯ  ВЫРЕЗКА.,1.74090000,0.66200000,2.01220000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00010000,2
ПИРАМИДАЛЬНАЯ ДОЛЯ,1.73900000,1.90850000,2.02600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ПИЩЕВОД,1.76400000,1.32400000,1.87800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЛАСТИНКА,1.70870000,-0.00180000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81970000,3
ПЛЕЧЕВАЯ АРТЕРИЯ,1.73750000,127.50000000,51.99410000,-0.50000000,0.00000000,0.00000000,15.00000000,0.00000000,2
ПЛЕЧЕВЫЕ ВЕНЫ,1.78700000,1.97000000,2.27600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЛЕЧЕГОЛОВНОЙ СТВОЛ,1.72660000,0.98500000,2.01660000,-369.65860000,0.83590000,0.00000000,0.87880000,0.00000000,2
ПОВЕРХНОСТНАЯ ВИСОЧНАЯ АРТЕРИЯ,1.74510000,0.91110000,1.87070000,0.00000000,0.87460000,7.25860000,0.88280000,0.00000000,2
"ПОВЕРХНОСТНЫЕ АРТЕРИЯ И ВЕНА, ОГИБАЮЩИЕ",1.75980000,1.82230000,1.97850000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОВЕРХНОСТНЫЙ НЕРВ,1.75720000,-739.31730000,1.67170000,0.00000000,1.75760000,0.00000000,1.67720000,0.00000000,1
ПОДВЗДОШНАЯ  АРТЕРИЯ,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
ПОДВЗДОШНАЯ  КИШКА С БРЫЖЕЙКОЙ,1.77800000,1.53300000,1.66700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДВЗДОШНО - ОБОДОЧНАЯ  АРТЕРИЯ,1.67170000,0.00000000,1.75760000,0.00000000,1.67720000,0.00000000,1.75810000,0.00000000,1
ПОДВЗДОШНО - ОБОДОЧНАЯ  ВЕНА,1.70200000,1.30700000,1.94800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДЖЕЛУДОЧНАЯ  ЖЕЛЕЗА,1.74870000,0.57850000,1.56340000,0.00000000,0.87460000,7.25860000,0.88280000,0.00000000,2
ПОДЖЕЛУДОЧНАЯ ЖЕЛЕЗА (ТЕЛО),1.77030000,0.00000000,1.87500000,0.00000000,2.11730000,0.00000000,0.00000000,0.00000000,1
ПОДКЛЮЧИЧНАЯ АРТЕРИЯ,1.71290000,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1.80660000,1.82230000,1
ПОДКОЖНАЯ  ЖИРОВАЯ  КЛЕТЧАТКА.,1.76700000,1.15700000,1.36400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДКОЛЕННАЯ ВЕТВЬ ПОВЕРХНОСТНОГО НЕРВА,1.74500000,1.89800000,1.95400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДЛОПАТОЧНАЯ АРТЕРИЯ,1.74030000,0.71500000,1.63460000,0.00000000,0.88300000,0.00000000,0.81860000,0.00000000,2
ПОДЛОПАТОЧНАЯ ВЕНА,1.78320000,1.84570000,1.90820000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДМЫШЕЧНАЯ АРТЕРИЯ,1.72640000,0.52850000,0.55650000,0.00000000,0.93750000,-0.21620000,0.96520000,0.00390000,2
ПОДМЫШЕЧНАЯ ВЕНА,1.73240000,1.77150000,1.81050000,0.86430000,0.87210000,0.87990000,0.88770000,0.89550000,2
ПОДСЛИЗИСТАЯ  ОСНОВА,1.76700000,1.15700000,1.36400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОДСЛИЗИСТАЯ  ОСНОВА.,1.75630000,0.00000000,1.87500000,0.00000000,2.06550000,0.00000000,0.00000000,0.04290000,2
ПОЗВОНОЧНАЯ АРТЕРИЯ,1.74020000,0.76740000,1.76360000,0.29590000,1.24900000,0.30110000,0.95750000,0.31350000,6
ПОЛИРИБОСОМЫ,1.75400000,0.00000000,0.00000000,0.00000000,7.76610000,143.80680000,0.00000000,0.00000000,3
ПОЛОСТЬ  ЛЕВОГО  ЖЕЛУДОЧКА.,1.68170000,1.29370000,1.97970000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОПЕРЕЧНО  ОБОДОЧНАЯ  КИШКА,1.67720000,0.00000000,1.75810000,0.00000000,1.86050000,0.00000000,0.00000000,0.00000000,1
ПОЧЕЧНАЯ  АРТЕРИЯ,1.77080000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
ПОЧЕЧНАЯ  ВЕНА,1.77800000,1.53300000,1.66700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОЧЕЧНАЯ АРТЕРИЯ,1.63360000,0.00000000,1.70970000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03120000,1
ПОЧЕЧНАЯ ВЕНА,1.72480000,1.51960000,1.70090000,0.92680000,0.93460000,0.94240000,0.95020000,0.95800000,2
ПОЧЕЧНАЯ ЛОХАНКА,1.75200000,1.01200000,1.50000000,3.72730000,0.00760000,0.00420000,1.69940000,2.00000000,2
ПОЧЕЧНАЯ ПАЗУХА,1.71000000,1.12300000,1.81200000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПОЧЕЧНЫЙ СОСОЧЕК,1.75330000,0.93070000,1.89940000,0.00000000,1.05870000,0.00000000,0.00000000,0.00000000,2
ПОЧЕЧНЫЙ СТОЛБ,1.74540000,0.95950000,1.96850000,-0.59970000,0.87940000,0.00000000,0.00000000,0.00000000,2
ПРАВАЯ  Л,1.73850000,-0.34260000,0.19080000,-1.26520000,1.86500000,-0.34760000,0.20310000,-1.38640000,1
ПРАВАЯ  ОБОДОЧНАЯ  АРТЕРИЯ,1.66850000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
ПРАВАЯ ВЕНЕЧНАЯ АРТЕРИЯ,1.64300000,1.21700000,1.56400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПРАВАЯ ВЕТВЬ СОБСТВЕННОЙ АРТЕРИИ ПЕЧЕНИ,1.68160000,1.69730000,1.71290000,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1
ПРАВАЯ ДОЛЯ ЩИТОВИДНОЙ ЖЕЛЕЗЫ,1.69860000,0.91890000,2.61430000,0.93460000,2.62990000,0.95020000,1.80800000,0.96580000,2
ПРАВАЯ ЖЕЛУДОЧНАЯ АРТЕРИЯ,1.68160000,1.69730000,1.71290000,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1
ПРАВАЯ ЛЕГОЧНАЯ ВЕНА,1.78010000,-0.00160000,1.73460000,0.00000000,1.78430000,0.00000000,1.72150000,0.00000000,1
ПРАВАЯ ПОЧЕЧНАЯ АРТЕРИЯ,1.66850000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
ПРАВАЯ ПОЧЕЧНАЯ ВЕНА,1.66500000,1.48500000,2.05500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПРАВАЯ ПОЧКА,1.63090000,1.52280000,1.98300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ПРАВОЕ ПРЕДСЕРДИЕ,1.70190000,1.50930000,1.96760000,0.81740000,0.82520000,0.83300000,0.84080000,0.84860000,2
ПРАВЫЙ  ГЛАВНЫЙ  БРОНХ,1.75980000,1.82230000,1.97850000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПРАВЫЙ ЖЕЛУДОЧЕК,1.69200000,1.09200000,1.34500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ПРАВЫЙ НАДПОЧЕЧНИК,1.64300000,1.21700000,1.56400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПРЕЦЕНТРАЛЬНАЯ ИЗВИЛИНА,1.75400000,0.00000000,0.00000000,0.00000000,7.76610000,143.80680000,0.00000000,0.00000000,1
ПРИНОСЯЩАЯ КЛУБОЧКОВАЯ  АРТЕРИОЛА,1.83300000,2.02000000,2.19700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПРИНОСЯЩАЯ КЛУБОЧКОВАЯ АРТЕРИОЛА,1.75400000,0.02400000,0.00000000,4.31300000,0.01510000,0.00830000,0.00810000,0.00000000,1
ПРОДОЛГОВАТО-МОЗЖЕЧКОВАЯ ЦИСТЕРНА,1.79150000,0.00000000,1.77160000,0.00000000,1.78940000,0.00000000,1.76240000,0.00000000,1
ПРОКСИМАЛЬНАЯ ФАЛАНГА 3-ГО ПАЛЬЦА,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
ПРОКСИМАЛЬНАЯ ФАЛАНГА БОЛЬШОГО ПАЛЬЦА,1.61910000,1.80660000,1.96290000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПУЗЫРНАЯ АРТЕРИЯ,1.64300000,1.21700000,1.56400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПУЛЬПА,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
ПЯСТНО-ФАЛАНГОВЫЙ СУСТАВ,1.79100000,1.80660000,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1
ПЯСТНО-ФАЛАНГОВЫЙ СУСТАВ БОЛЬШОГО,1.63100000,1.37600000,1.96700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ПЯТАЯ ПЯСТНАЯ КОСТЬ,1.78900000,1.47800000,1.96500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
РИБОСОМЫ,1.79680000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,3
РОТОВАЯ ПОЛОСТЬ,1.69450000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
СВОБОДНЫЕ  НЕРВНЫЕ  ОКОНЧАНИЯ,1.75400000,0.02400000,0.00000000,4.31300000,0.01510000,0.00830000,0.00810000,0.00000000,1
СВОД ЧЕРЕПА,1.72310000,0.00000000,1.66150000,0.00000000,1.73110000,0.00000000,1.67270000,0.00000000,1
СЕКРЕТОРНЫЕ ГРАНУЛЫ,1.70940000,0.56060000,0.90600000,0.00000000,0.00000000,0.00000000,0.00000000,0.90990000,2
СЕЛЕЗ,1.78760000,1.00620000,1.80780000,0.00000000,0.58600000,0.00000000,0.62020000,0.00000000,3
СЕЛЕЗЕНОЧНАЯ АРТЕРИЯ,1.76960000,0.00000000,1.63720000,0.00000000,1.76600000,0.00000000,1.63720000,0.00000000,1
СЕРОЗНАЯ  ОБОЛОЧКА,1.76500000,1.32400000,2.17900000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СЕРОЗНАЯ  ОБОЛОЧКА.,1.84200000,1.54300000,2.15500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
СИНУС.,1.74220000,0.00000000,0.88140000,0.00000000,4.75770000,79.16200000,0.88280000,0.00000000,2
СКЛАДКА  ПРЕДВЕРИЯ,1.75760000,0.00000000,1.67720000,0.00000000,1.75810000,0.00000000,1.86050000,0.00000000,1
СЛИЗИСТЫЕ ЖЕЛЕЗЫ,1.85790000,0.00440000,0.00000000,1.00000000,0.00260000,1.40670000,0.00000000,1.00000000,1
СОБСТВЕННАЯ  ПЛАСТИНКА  СЛИЗИСТОЙ,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
СОБСТВЕННАЯ АРТЕРИЯ ПЕЧЕНИ,1.68170000,1.29370000,1.97970000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СОБСТВЕННАЯ ПЛАСТИНКА СЛИЗИСТОЙ,1.75400000,0.02400000,0.00000000,4.31300000,0.01510000,0.00830000,0.00810000,0.00000000,1
СОБСТВЕННО КОЖА (ДЕРМА).,1.78010000,-0.00160000,1.73460000,0.00000000,1.78430000,0.00000000,1.72150000,0.00000000,1
СОЕДИНИТЕЛЬНОТКАННАЯ КАПСУЛА,1.86910000,1.88480000,1.90040000,1.91600000,1.93160000,1.94730000,1.96290000,1.97850000,1
СОЕДИНИТЕЛЬНОТКАННЫЕ ПЕРЕГОРОДКИ,1.79100000,1.80660000,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1
СОСУДИСТАЯ СЕТЬ КОЛЕННОГО СУСТАВА,1.77800000,1.53300000,1.66700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СПИННОЙ  МОЗГ,2.00000000,0.00000000,0.00000000,2.00000000,0.00000000,2.12500000,2.40000000,0.00000000,1
СРЕДИННАЯ ВЕНА СЕРДЦА,1.69200000,1.09200000,1.34500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СРЕДИННЫЙ НЕРВ,1.73670000,1.45700000,1.86480000,0.91110000,0.91890000,0.92680000,0.93460000,0.94240000,2
СРЕДНЕЕ СУЖЕНИЕ ПИЩЕВОДА (АОРТАЛЬНОЕ),1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
СРЕДНИЙ  ЦИРКУЛЯРНЫЙ  МЫШЕЧНЫЙ  СЛОЙ.,1.76060000,0.00000000,1.73040000,0.00000000,1.76280000,0.00000000,1.74920000,14.51730000,2
СРЕДНЯЯ  МОЗГОВАЯ  АРТЕРИЯ,1.76960000,0.00000000,1.63720000,0.00000000,1.76600000,0.00000000,1.63720000,0.00000000,1
СРЕДНЯЯ  МЫШЕЧНАЯ  ОБОЛОЧКА.,1.82230000,1.83790000,1.85350000,1.86910000,1.88480000,1.90040000,1.91600000,1.93160000,1
СРЕДНЯЯ  ОБОДОЧНАЯ  АРТЕРИЯ,1.72850000,1.74410000,1.75980000,1.77540000,1.79100000,1.80660000,1.82230000,1.83790000,1
СРЕДНЯЯ (МЫШЕЧНАЯ) ОБОЛОЧКА,1.79400000,1.42100000,1.89300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СРЕДНЯЯ КРЕСТЦОВАЯ ВЕНА,1.67720000,0.00000000,1.75810000,0.00000000,1.86050000,0.00000000,0.00000000,0.00000000,1
СРЕДНЯЯ МЕНИНГЕАЛЬНАЯ АРТЕРИЯ,1.74610000,0.00000000,1.73080000,0.00000000,1.73980000,0.00000000,1.82250000,0.00000000,2
СРЕДНЯЯ МОЗГОВАЯ АРТЕРИЯ,1.76000000,1.94450000,2.18700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
СРЕДНЯЯ ФАЛАНГА,1.75000000,2.00000000,3.00000000,3.14160000,0.00000000,0.00000000,3.39060000,4.00000000,1
СРЕДЯЯ ВЕРХНЯЯ КОЛЕННАЯ АРТЕРИЯ И СОПРОВОЖДАЮЩИЕ,1.75570000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
СТЕБЕЛ,1.81600000,1.41500000,2.31600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
СУСТАВНОЙ ДИСК,1.77220000,0.99870000,1.54930000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ТЕЛО  ЖЕЛУДКА.,1.72220000,1.54350000,1.78730000,0.84860000,0.85640000,0.86430000,0.87210000,0.87990000,2
ТЕЛО  ЧЕТВ,1.75400000,0.00000000,0.00000000,0.00000000,7.76610000,143.80680000,0.00000000,0.00000000,1
ТЕЛО ПОДЖЕЛУДОЧНОЙ ЖЕЛЕЗЫ,1.74500000,1.89800000,1.95400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ТЕМЕННАЯ ВЕТВЬ,1.73710000,1.15280000,1.74860000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ТЕМЕННЫЕ ВЕТВИ СРЕДНЕЙ МОЗГОВОЙ,1.76400000,1.32400000,1.87800000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ТОНКАЯ  КИШКА,1.69450000,0.00000000,0.00000000,0.00000000,1.87500000,-0.43250000,1.93050000,0.00780000,1
ТРАХЕЯ,1.74230000,1.00000000,2.39210000,1.57080000,0.86070000,0.00000000,2.58760000,2.00000000,2
ТРУБОЧКИ,1.80800000,1.08800000,2.39700000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,3
ФИБРОЗНАЯ КАПСУЛА,1.81110000,0.91890000,2.85250000,0.93460000,1.87990000,1.10020000,0.95800000,0.96580000,2
ХВОСТ ПОДЖЕЛУДОЧНОЙ ЖЕЛЕЗЫ,1.85000000,0.00000000,1.57500000,0.00000000,3.37500000,0.00000000,3.37500000,0.00000000,1
ЦЕНТРАЛЬНАЯ БОРОЗДА,1.73490000,1.47260000,1.89530000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2
ЦИСТЕРНЫ,1.71350000,0.03670000,0.03890000,-0.06850000,0.89510000,0.26640000,-0.16140000,-0.75020000,3
ЦИТОПЛАЗМА,1.80090000,0.00000000,0.00000000,-46.85000000,-2.79730000,0.00000000,0.00000000,0.00000000,1
ЧНАЯ АРТЕРИЯ,1.74090000,0.66200000,2.01220000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00010000,2
ЧРЕВНЫЙ  СТВОЛ,1.73460000,0.00000000,1.78430000,0.00000000,1.72150000,0.00000000,1.78460000,0.00000000,1
ЧРЕВНЫЙ СТВОЛ,1.73770000,0.91110000,1.92680000,0.00000000,0.93380000,0.00000000,0.00000000,0.00000000,2
ШЕЙКА ЗУБА,1.78320000,1.84570000,1.90820000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1
ШЕЙНАЯ ЧАСТЬ ПИЩЕВОДА,1.72070000,1.78320000,1.84570000,1.90820000,0.00000000,0.00000000,0.00000000,0.00000000,1
