sweep,W44
5000,0.06034826871184226
5050,0.12893223438150025
5100,0.27092183120333907
5150,0.18395107549376738
5200,-0.04837614306002703
5250,-0.12222402988837369
5300,-0.017029099189312075
5350,0.023942226770792566
5400,0.20637288536393003
5450,0.013768186693884124
5500,0.0643093028078551
5550,-0.15195286908010452
5600,0.15985204495662028
5650,-0.23437637711424406
5700,-0.006287879355647202
5750,-0.05253174443933798
5800,0.01266079031758056
5850,0.08132974793006903
5900,-0.012231447678789517
5950,0.05808020700932058
6000,-0.20752674898030046
6050,0.30309392092495224
6100,0.06809520986347029
6150,-0.0029101677391002168
6200,0.026995299273061355
6250,0.06438999609580805
6300,-0.1233051364081623
6350,0.0544519035604203
6400,0.014164847939822582
6450,0.15619593657224423
6500,-0.32004834024389905
6550,-0.08848807664828892
6600,0.09613205582058432
6650,0.06911205017591765
6700,-0.09397758281766608
6750,-0.0005344599913907101
6800,0.06851316275552823
6850,0.06944053157069732
6900,-0.07979920446978547
6950,0.0661262211714298
7000,0.023001397591822875
7050,-0.07598077039507357
7100,0.1734361568159818
7150,-0.11746684230520898
7200,-0.21960498333094003
7250,0.13942115144778822
7300,-0.17029217536795754
7350,0.02517489687164208
7400,0.21834369813074506
7450,0.20919787121912237
7500,0.019341469308077973
7550,0.23020945962717743
7600,-0.1640893318185112
7650,0.012811331038875697
7700,0.1681804485479549
7750,0.08052310510041226
7800,0.05519681483835792
7850,0.04222277967057458
7900,-0.2748327073913129
7950,-0.10648203213046604
8000,0.00870078095096375
8050,-0.09641500028044442
8100,0.08826033077846414
8150,0.15477745795818693
8200,0.14994257096029268
8250,0.04920671083507566
8300,-0.09533423764069009
8350,0.07391518515764592
8400,0.25097357314856794
8450,-0.006897582623732891
8500,-0.19333679057638886
8550,-0.04354214922759674
8600,0.13773870279711486
8650,-0.32596603494040716
8700,0.1105692196521077
8750,0.16446969879458695
8800,0.010615531464382016
8850,-0.03858351999469595
8900,0.09501486037231016
8950,-0.05906706482495274
9000,0.097884902369234
9050,-0.14556582900488313
9100,-0.08818903180210284
9150,-0.12178076058062919
9200,0.04362570528454787
9250,0.0782402259350428
9300,-0.14296786638516618
9350,0.1018883211138205
9400,-0.2030572767735434
9450,0.2686689081321828
9500,0.00589464280415418
9550,-0.31847143015342594
9600,0.0988405300858354
9650,0.07842071967848566
9700,0.005861288698267797
9750,0.0539512088934717
9800,-0.0651270645634185
9850,-0.07027629955489559
9900,0.11444918647156865
9950,-0.22341823316546422
MEAN,0.010318,SE,0.013650,TIME,2175s
