arch,bulbs,prime_hits,time_s
small,17,1000,0.661402702331543
medium,54,0,0.661402702331543
large,1188,0,0.661402702331543

p,q,re,im
5,44,0.34229607760880787,0.07997500650240938
4,35,0.3429774165473916,0.08123192252787262
7,61,0.3434663766486222,0.0821453918015905
3,26,0.3441212040217198,0.0833841105958841
5,43,0.3450432892774223,0.0851591618011332
7,60,0.34544029692178374,0.0859348293373608
2,17,0.34643736874450404,0.08791427774951999
7,59,0.3474405490432629,0.08995291637712052
5,42,0.3478434125183071,0.09078541959016465
3,25,0.3487866838283774,0.09276687085727642
7,58,0.349463018815211,0.0942163759639307
4,33,0.3499715400965995,0.09532267094530397
5,41,0.35068511337788466,0.09689970513341836
6,49,0.35116178065594994,0.09796972125157122
7,57,0.35150267099218513,0.09874332379075984
1,8,0.3535533905932738,0.10355339059327373
8,63,0.35535108197755466,0.10801112912965516
7,55,0.3556077970260708,0.10866785417243441
6,47,0.3559499580892398,0.10955145100640098
5,39,0.3564286617821535,0.11080397412901488
4,31,0.3571457517475215,0.11271726682179675
7,54,0.35765702616198575,0.11410978121870727
3,23,0.3583371749504948,0.11600078984142723
8,61,0.35893053498030814,0.11768830160396784
5,38,0.3592856221809536,0.11871583208489833
7,53,0.359690474589839,0.1199041788670594
2,15,0.36069741899634244,0.12294193889662872
7,52,0.3616954991842284,0.12607815556103705
5,37,0.36209181663176043,0.12736104381164295
8,59,0.36243707135344977,0.12849717717706743
3,22,0.3630090765409638,0.13041942670689594
7,51,0.3636570638217924,0.1326610903070387
4,29,0.364138641529105,0.1343743969284367
5,36,0.36480584926000226,0.136820283306437
6,43,0.36524572352430473,0.13848215068189948
7,50,0.365557323520776,0.13968480870572245
8,57,0.3657895320859186,0.14059545214505598
9,64,0.3659692225858548,0.1413089065805609
1,7,0.3673751344184454,0.147183763188559
9,62,0.36871612433851153,0.1533685887522982
8,55,0.3688785233660908,0.15416440928564826
7,48,0.3690854757799905,0.1551952135733505
6,41,0.3693580810324844,0.15658306177342796
5,34,0.3697330657076489,0.15855220284691499
9,61,0.3699785489870865,0.15988215395195923
4,27,0.37028010402916567,0.16156421829864964
7,47,0.3706587675860861,0.16375940226205332
3,20,0.37114687473997343,0.16674436811368532
8,53,0.3715572030229455,0.1694118505392928
5,33,0.3717954456149545,0.17103777134650075
7,46,0.3720600641001801,0.17291971597551586
9,59,0.37220342163671105,0.1739763212863262
2,13,0.37268359512621185,0.17773787227547447
9,58,0.3731280715161698,0.1816003191242474
7,45,0.3732481000893514,0.182722822635824
5,32,0.3734559746010736,0.18476492302345093
8,51,0.3736289548034228,0.18657481312432128
3,19,0.3738979352244558,0.18963990746749992
10,63,0.37409490771553255,0.1921364984974674
7,44,0.3741741619782704,0.19321876757696094
4,25,0.37435822038076644,0.19595719963450267
9,56,0.3744869730370578,0.19811988263853728
5,31,0.3745805430528898,0.19987099385469007
6,37,0.3747045779830342,0.20253310432926352
7,43,0.37478075107012476,0.20446100729804348
8,49,0.37483085671547134,0.20592155490942302
9,55,0.3748655616258994,0.2070662823763409
10,61,0.3748905865117454,0.2079876144567793
1,6,0.375,0.21650635094610962
10,59,0.3748806621962607,0.22544793529356288
9,53,0.3748519458565701,0.2264684702223619
8,47,0.37481146588418507,0.22775189624913647
7,41,0.3747517967564368,0.22941476892248366
6,35,0.37465857659952495,0.23165445249804334
11,64,0.3745909266678994,0.2330932290985411
5,29,0.37450098669049064,0.23483377268378883
9,52,0.3743777727046732,0.23698204635319084
4,23,0.3742025993942929,0.2397001359485771
11,63,0.37404124673527894,0.24195140297677012
7,40,0.37394156294289166,0.24324901350044703
10,57,0.3738254923216897,0.2446858428939524
3,17,0.37352783698308323,0.24807733885747127
11,62,0.3732235714157329,0.25120833555094607
8,45,0.3731009422259533,0.252394334747903
5,28,0.3728143200234625,0.2550265633342021
7,39,0.3724576246003714,0.2580739768482775
9,50,0.37224564321970877,0.2597852155390625
11,61,0.37210549002947413,0.2608810200310857
2,11,0.37142268998726446,0.26587860408869457
11,60,0.37065097312761464,0.2709865224519518
9,49,0.3704668941265261,0.2721368122390774
7,38,0.37016810523292,0.2739556856592458
5,27,0.36960029248676185,0.2772646430468748
8,43,0.3690709090502365,0.2801972233450808
11,59,0.3688199680204065,0.28154180386062766
3,16,0.3681184114791818,0.2851630709590065
10,53,0.3672906053182019,0.28920704645016737
7,37,0.3669172623787854,0.29095979640386815
11,58,0.36656795065073994,0.2925634951950398
4,21,0.3659334801406541,0.2953936898793723
9,47,0.36511691283074577,0.2988941229859954
5,26,0.36443013056404305,0.3017274567825086
11,57,0.36384543004060127,0.3040676145865937
6,31,0.36334215709560785,0.30603294539298465
7,36,0.3625211824425789,0.3091494079713193
8,41,0.3618807341597371,0.31150941340814087
9,46,0.36136762876159806,0.31335847497789693
10,51,0.36094754337124746,0.3148462657621121
11,56,0.360597401594591,0.3160692146895002
12,61,0.360301142599595,0.31709224393497487
1,5,0.3567627457812106,0.3285819450744585
13,64,0.3530097417028675,0.3395776096112039
12,59,0.3526744534404393,0.34051100284070435
11,54,0.3522735692087792,0.3416175116400429
10,49,0.3517858195384764,0.3429502012156931
9,44,0.35117966162851016,0.3445862824433492
8,39,0.350406253344175,0.3466425992837358
7,34,0.349385778968445,0.3493047808670705
13,63,0.3487429544795415,0.35095332263013146
6,29,0.3479784633065077,0.35288653196535613
11,53,0.34705448597637273,0.35518501129187413
5,24,0.3459158734973701,0.35796291314453416
9,43,0.34447904323179224,0.36138738657594127
13,62,0.3439129201655058,0.3627130688003319
4,19,0.34261118137202184,0.36571328471039677
11,52,0.3410218385570814,0.36929011570208375
7,33,0.3400883299184445,0.37134915372991817
10,47,0.3390397840987345,0.3736268020784931
13,61,0.33846564162309667,0.37485873860391283
3,14,0.336502683953762,0.37899302131152224
11,51,0.33408285955812966,0.3839340726581044
8,37,0.3331467575948971,0.3858023074128449
13,60,0.3323422098195299,0.3873896395979528
5,23,0.3310308319026801,0.3899417713796011
12,55,0.3295761466015853,0.39272375396684883
7,32,0.32851504413588584,0.39472178211034276
9,41,0.32707116735785785,0.3973998920382352
11,50,0.3261347787649252,0.39911248719317477
13,59,0.3254784064066418,0.40030191848305496
2,9,0.32174724402994226,0.4068988406746868
13,58,0.3178042910720829,0.4135878787367681
11,49,0.3170638842693569,0.4148138372013197
9,40,0.31598136159390383,0.416589921703832
7,31,0.31424870285230055,0.4193933814207162
12,53,0.31292352807037127,0.421505901001838
5,22,0.3110306625402669,0.4244775817301089
13,57,0.30924377898651667,0.42723517610741796
8,35,0.30810734808279105,0.42896566949229853
11,48,0.3067445526822929,0.43101766941127495
14,61,0.3059561087711056,0.43219355700774353
3,13,0.3030037944841745,0.4365255209771376
13,56,0.2997142160971098,0.4412258714575428
10,43,0.298704573577919,0.4426429437245836
7,30,0.29680113181727813,0.4452830249796968
11,47,0.29503827207119593,0.44769241126829296
15,64,0.294204890265588,0.44881978283206625
4,17,0.29187745465262643,0.4519297086933746
13,55,0.2891259632013431,0.45553531727318985
9,38,0.28787999858684676,0.45714359893315143
14,59,0.2867101414568777,0.45864012951060706
5,21,0.28457275334949433,0.46134133204654637
11,46,0.28179269319141825,0.46479272232120783
6,25,0.27942393509327623,0.46768005582305966
13,54,0.2773820038907236,0.4701308506043266
7,29,0.2756039435812987,0.4722369523195764
15,62,0.27404191526733024,0.4740661730886682
8,33,0.27265893855514234,0.47566965876545825
9,37,0.27031997373370587,0.47834800198346333
10,41,0.26841781714095286,0.480495777316281
11,45,0.26684076091620657,0.4822562950735165
12,49,0.26551213697341175,0.48372555310516563
13,53,0.2643775968523602,0.48497026128096865
14,57,0.2633975502924101,0.48603821342350934
15,61,0.26254247929870195,0.4869645450645698
1,4,0.25000000000000006,0.49999999999999994
16,63,0.23722388443569414,0.5123060624155824
15,59,0.23633541320030313,0.5131283492722709
14,55,0.23531425058468586,0.5140682991297866
13,51,0.2341283029061758,0.5151530863901687
12,47,0.23273423115195102,0.5164189403014077
11,43,0.2310720593870587,0.5179152528503465
10,39,0.22905635697884494,0.5197111412649662
9,35,0.22656115832355234,0.5219063604965157
8,31,0.22339274642861748,0.5246503340823844
15,58,0.2214650349958813,0.5262964615315473
7,27,0.21923717498024786,0.5281773076669416
13,50,0.21663341556396276,0.5303466726052118
6,23,0.21355027982674724,0.5328760468693312
11,42,0.20984265976307015,0.5358624651346335
16,61,0.2084342429594462,0.5369814074002788
5,19,0.20530065311451448,0.5394408940735184
14,53,0.20165969682543183,0.5422474900882517
9,34,0.19960909518932451,0.5438044676016598
13,49,0.19737827629392546,0.5454792136499422
17,64,0.19618774993602728,0.5463649438401306
4,15,0.19227266854962477,0.5492388703885764
15,56,0.18774973999380215,0.5524863384356997
11,41,0.1860821432702447,0.5536644221056218
7,26,0.1824671142288516,0.5561833531209164
17,63,0.1800974692335269,0.5578089527226594
10,37,0.17842432685993534,0.5589447329757197
13,48,0.17621836046224126,0.5604271919625354
16,59,0.17482920356176807,0.5613520565588839
3,11,0.16871582426698187,0.5653438601508237
17,62,0.1628209253477238,0.5690749429073952
14,51,0.1615396726674465,0.5698709045688906
11,40,0.15954689655367316,0.5710984188913056
8,29,0.15602229451931826,0.5732386438047581
13,47,0.15300259561041468,0.5750413414549066
5,18,0.14809906636301196,0.5779089123375212
17,61,0.14428882535475557,0.5800869974240319
12,43,0.14268560169341882,0.5809905608650162
7,25,0.13875346417920056,0.5831747635355138
16,57,0.13576820084183125,0.5848030896131677
9,32,0.13342472211975762,0.5860634982928876
11,39,0.12998201402668405,0.5878869784861525
13,46,0.1275748188500463,0.5891423163027218
15,53,0.12579709494020552,0.5900591034717451
17,60,0.12443051900177055,0.5907579611358529
2,7,0.11398174999744762,0.5959348908703013
17,59,0.10317466882858545,0.6009880719946865
15,52,0.10170617426952379,0.6016517017239681
13,45,0.09977595041489783,0.602515753834471
11,38,0.09712569423122287,0.6036869812289335
9,31,0.09326038790678534,0.6053640500658724
16,55,0.09057735218320095,0.6065066585123795
7,24,0.08709682839484939,0.6079629131445341
12,41,0.08240165064846955,0.609881417588348
17,58,0.08045012477728686,0.6106634605538669
5,17,0.07572278889636208,0.6125208623057485
18,61,0.07120107252999175,0.614248985333701
13,44,0.06944710478708047,0.614906691171148
8,27,0.06547033649768902,0.616372000675446
19,64,0.06272506444840528,0.617362726121005
11,37,0.06071602667268555,0.6180770639040243
14,47,0.05797259964262322,0.6190380221861049
17,57,0.05618704830546403,0.6196545153173202
3,10,0.04774575140626322,0.622474571220695
19,63,0.04003980167988849,0.6249147756649351
16,53,0.0385786834219195,0.625363213381744
13,43,0.0364339197215903,0.6260133151032671
10,33,0.03297929202698602,0.6270401559124855
17,56,0.03031833963942379,0.6278141156188672
7,23,0.026488016590611868,0.6289024471409235
18,59,0.02283906279846143,0.6299111792467216
11,36,0.02050103911691034,0.6305432128145889
15,49,0.017678962381629915,0.6312913098518272
19,62,0.016036904250787687,0.6317191867540958
4,13,0.009825243521507598,0.6332887859029062
17,55,0.002781431793780681,0.634975739674231
13,42,0.0005924557742590097,0.6354800587648319
9,29,-0.00357020468917435,0.6364132246217515
14,45,-0.007468346623293265,0.637256519898143
19,61,-0.009325899738994115,0.6376480228173333
5,16,-0.014565020885907942,0.6387164615522802
16,51,-0.020859450155607945,0.6399307397385873
11,35,-0.02374685358024539,0.6404626022325732
17,54,-0.026479473552394994,0.6409514638333992
6,19,-0.03152731942004944,0.6418176409958116
19,60,-0.036085669948185406,0.642558935190649
13,41,-0.03820289354427861,0.6428901136412657
20,63,-0.04022209216609077,0.6431982268977701
7,22,-0.04399232301462186,0.6437533912658238
15,47,-0.04906041832446681,0.6444585060040033
8,25,-0.05353364834536398,0.645041836926957
17,53,-0.05751064024283256,0.6455298806623824
9,28,-0.061069419094095606,0.645942304568217
19,59,-0.06427250649287966,0.6462939540362702
10,31,-0.06717058014190153,0.6465962040197955
11,34,-0.07221051879345461,0.647085952497591
12,37,-0.07644357833276508,0.6474622116665194
13,40,-0.08004893679665503,0.6477575106879208
14,43,-0.08315643276283102,0.6479935096251508
15,46,-0.08586243833685925,0.6481850824537981
16,49,-0.08823998008987505,0.648342716835739
17,52,-0.09034539933909527,0.648473979300019
18,55,-0.09222285689614457,0.6485844397396007
19,58,-0.0939074540092994,0.6486782717622341
20,61,-0.09542744100694384,0.6487586525509285
21,64,-0.0968058101580983,0.6488280352498138
1,3,-0.12499999999999978,0.649519052838329
21,62,-0.1543834672740727,0.6487732636400609
20,59,-0.1558836239451573,0.6486952464876403
19,56,-0.15754510347827866,0.6486043165897468
18,53,-0.15939538841326528,0.6484974592423489
17,50,-0.16146857459823039,0.6483707258675124
16,47,-0.16380748597460254,0.6482188641419837
15,44,-0.1664666554773268,0.6480347652542202
14,41,-0.1695166157077755,0.6478086171851125
13,38,-0.17305022289797126,0.6475265707950286
12,35,-0.17719223281257027,0.6471685699985139
11,32,-0.1821142584185284,0.6467046892790944
21,61,-0.18493988760463625,0.6464194988391831
10,29,-0.18805899384621252,0.6460886790326431
19,55,-0.19151968309572412,0.64570195578425
9,26,-0.19538115160494388,0.6452459936181819
17,49,-0.19971706645575804,0.644703232810918
8,23,-0.20462025801468695,0.6440501770349262
15,43,-0.21020935658611467,0.6432548136571851
22,63,-0.21225017355447356,0.6429508393997112
7,20,-0.21663837755249962,0.6422726262612621
20,57,-0.2214889235820662,0.6414838033003659
13,37,-0.2241108953330057,0.641040248868283
19,54,-0.22687848767362032,0.6405589744563942
6,17,-0.23290157067160738,0.6394650244333245
17,48,-0.23967595322873017,0.6381581267178846
11,31,-0.24338985820915096,0.6374071481854005
16,45,-0.2473502637629122,0.6365793083723601
21,59,-0.24943063250531713,0.6361332512174988
5,14,-0.2561146674402881,0.6346477192794708
19,53,-0.26354926710558085,0.6329010544338972
14,39,-0.26621626435367746,0.6322501439243942
23,64,-0.26842406157779053,0.6317015467821762
9,25,-0.2718666662279137,0.6308284340700668
22,61,-0.2754763996464036,0.6298897109116791
13,36,-0.2779817604265371,0.629224159812541
17,47,-0.2812315871336187,0.6283436617711732
21,58,-0.2832476432527226,0.6277876581991998
4,11,-0.2918516574043212,0.6253301476473623
23,63,-0.29975699263655814,0.6229504031339101
19,52,-0.3014271590565666,0.6224325926100641
15,41,-0.3039919937331824,0.6216271332459001
11,30,-0.3084331873625154,0.6202028865807656
18,49,-0.31214468865373807,0.6189837767749573
7,19,-0.31799594944478726,0.6170080785882334
17,46,-0.3242159682681595,0.6148351744366968
10,27,-0.3285846117067477,0.6132638603543414
23,62,-0.33182116732816475,0.6120755204073233
13,35,-0.33431511690580357,0.6111456985490245
16,43,-0.33790659184590227,0.6097849489715578
19,51,-0.34036820834242065,0.6088373914605625
22,59,-0.3421606302080485,0.6081397729300207
3,8,-0.3535533905932737,0.6035533905932737
23,61,-0.3645130725709435,0.5988891942617502
20,53,-0.36616196047780536,0.5981657236586971
17,45,-0.36839477434495094,0.5971768919842725
14,37,-0.3715883477762993,0.5957441760399435
11,29,-0.3765324731079195,0.5934830828894928
19,50,-0.38018194359303387,0.5917802350714123
8,21,-0.38520845931151926,0.5893873181807547
21,55,-0.38976432105791253,0.5871703828526824
13,34,-0.3925715484761553,0.5857813658970372
18,47,-0.3958499757300034,0.5841368188417377
23,60,-0.3977045285556103,0.5831957770214975
5,13,-0.4043895441493814,0.5797385476449111
22,57,-0.41139169434305,0.5760065331832431
17,44,-0.4134534967454503,0.5748857274428758
12,31,-0.4172360057225396,0.572803322443139
19,49,-0.4206229529429117,0.570909643507507
7,18,-0.42643426597622147,0.5675957430963218
23,59,-0.4312391727367315,0.5647931229705404
16,41,-0.43334236720213865,0.5635483011624935
25,64,-0.43527780718540054,0.5623929621826304
9,23,-0.43871964861536816,0.5603149940836072
20,51,-0.44302355806445964,0.5576739823869534
11,28,-0.4465459747230931,0.5554768789748229
24,61,-0.44948183882130394,0.5536208343388072
13,33,-0.4519662812487506,0.5520323851911879
15,38,-0.4559416264833964,0.5494564228296666
17,43,-0.4589815898125471,0.547457781313281
19,48,-0.4613814314212476,0.5458621710766276
21,53,-0.4633240122239437,0.5445589683863863
23,58,-0.4649286174851268,0.5434746057266885
25,63,-0.4662763706472125,0.5425582669002417
2,5,-0.4817627457812105,0.5316567552200251
25,62,-0.49720803381484324,0.5200721405841663
23,57,-0.49854829641081105,0.5190318390543969
21,52,-0.5001431547074621,0.5177864340369316
19,47,-0.5020727233802581,0.5162686999256985
17,42,-0.5044546432495963,0.514378466192862
15,37,-0.5074689440669982,0.5119596498929251
13,32,-0.5114056642425452,0.5087549996376227
24,59,-0.5138630034095875,0.5067280271482001
11,27,-0.5167638472162572,0.5043085157554716
20,49,-0.5202398882265187,0.5013706063592275
9,22,-0.524480519666062,0.49772840756642855
25,61,-0.527866377589058,0.49477366276591817
16,39,-0.5297681831226607,0.49309552171649623
23,56,-0.5318330343935316,0.49125825523327316
7,17,-0.5365431568089414,0.48700690427744364
26,63,-0.5406981051543686,0.4831855538926162
19,46,-0.5422259617060321,0.48176327961831084
12,29,-0.5455306982587422,0.4786549397000165
17,41,-0.5492147581216663,0.47513740245129077
22,53,-0.5512198565663637,0.47319929487351964
5,12,-0.5580127018922194,0.4665063509461096
23,55,-0.5644724039696288,0.4599537198856994
18,43,-0.5662597891938865,0.45810719616487927
13,31,-0.5694143106540317,0.4548120456392283
21,50,-0.572110038766681,0.4519588184263613
8,19,-0.5764739151338512,0.44726531608416903
27,64,-0.5798531904290779,0.4435657714886353
19,45,-0.5812720222971499,0.44199517453170606
11,26,-0.5847441995093935,0.43810755249529876
25,59,-0.5873728900818875,0.43512194470170507
14,33,-0.5894319517202612,0.4327572488762892
17,40,-0.5924495751673021,0.42924949846351035
20,47,-0.5945543541122793,0.42677257288994186
23,54,-0.5961059680874026,0.42493038828899216
26,61,-0.5972971112514899,0.42350670767748677
3,7,-0.6063568844158929,0.4123997401757866
25,58,-0.6156342810309355,0.40048506456204125
22,51,-0.6168872109608223,0.39883140160706865
19,44,-0.6185311811635803,0.39664490008950803
16,37,-0.620782926041588,0.39361870043517755
13,30,-0.6240553804110152,0.3891545279072485
23,53,-0.6263185590010616,0.3860200344044183
10,23,-0.6292439365573901,0.3819095359926517
27,62,-0.6317206355790369,0.3783761243639393
17,39,-0.6331708102068119,0.37628391676599127
24,55,-0.6347962187212484,0.3739180043484367
7,16,-0.6387164615522802,0.3681184114791819
25,57,-0.6424426618995136,0.3624788862474167
18,41,-0.643881623951244,0.36026666111844485
11,25,-0.6471303997994785,0.3551990528245113
26,59,-0.6493616264419361,0.35165824669381507
15,34,-0.6509883440073425,0.3490447440052161
19,43,-0.6532011000522194,0.34544514770612633
23,52,-0.6546358083854825,0.3430831080814668
27,61,-0.6556413922378767,0.3414140734423555
4,9,-0.6613574211726986,0.33170697408446936
25,56,-0.6673995357711913,0.32101198144226706
21,47,-0.6685343921236248,0.3189499011598456
17,38,-0.6701937481994158,0.31590291277475846
13,29,-0.6728498520178122,0.31094431886643115
22,49,-0.6748812789723233,0.3070817416346149
9,20,-0.6777825067413136,0.30145481026059207
23,51,-0.6805202283026336,0.29601979490858465
14,31,-0.6822604885018435,0.2924986152603771
19,42,-0.6843460964720689,0.28820760172135795
24,53,-0.6855519135008117,0.2856900767694011
29,64,-0.6863375709417407,0.28403489688213174
5,11,-0.690059870015044,0.27602648278461417
26,57,-0.6941138523642071,0.2669699609196367
21,46,-0.6950634948105218,0.2647943730873705
16,35,-0.6965936287483931,0.2612432421348142
27,59,-0.6977724547557094,0.25846773219847097
11,24,-0.6994692640906437,0.2544095225512606
28,61,-0.701085172653199,0.25047257710908055
17,37,-0.7021200017570466,0.24791276664597106
23,50,-0.7033682505752813,0.24478336210785664
29,63,-0.704094036457096,0.24294219350047658
6,13,-0.7068349151263285,0.23583862515472093
25,54,-0.709930595370765,0.22750773042133576
19,41,-0.7108891011791534,0.2248567139183089
13,28,-0.7127061730665167,0.2197314017575464
20,43,-0.7143999981512501,0.21482926250973253
27,58,-0.7152041327727825,0.21245749549557835
7,15,-0.7174601647775531,0.20564000617782968
29,62,-0.7195044235313048,0.19923822382265977
22,47,-0.7201433241874006,0.19719031134279194
15,32,-0.7213625233294368,0.1932160190993369
23,49,-0.7225087678320381,0.1893960655705299
8,17,-0.7246046071930399,0.18218517545507346
25,53,-0.7264702042573286,0.17549554641988635
17,36,-0.7273270317025811,0.1723291246648823
26,55,-0.7281380088337277,0.1692734446201692
9,19,-0.7296349621265198,0.16347216244153795
28,59,-0.7309835794777676,0.1580509260150233
19,40,-0.7316082993713572,0.1554714811138524
29,61,-0.7322027932463843,0.1529739964339103
10,21,-0.7333086145590995,0.14820992669081354
21,44,-0.7347839643440907,0.14159055834700002
11,23,-0.736072294855115,0.13553251733737987
23,48,-0.7372038872591722,0.1299678573856564
12,25,-0.7382031409393967,0.1248390885733661
25,52,-0.7390898914055399,0.12009725619955099
13,27,-0.7398803965159275,0.11570042474822487
27,56,-0.7405880829920772,0.11161247154073264
14,29,-0.7412241175047014,0.10780211926472705
29,60,-0.7417978478675882,0.10424215433826639
15,31,-0.742317147009071,0.10090879101588165
31,64,-0.742788683436906,0.0977811506688126
16,33,-0.7432181356022189,0.0948408327421941
17,35,-0.7439695441472769,0.08945887815137603
18,37,-0.7446027218581903,0.08465316731821718
19,39,-0.7451412197265832,0.0803361045728032
20,41,-0.7456030065369573,0.07643694747296674
21,43,-0.7460019838505534,0.07289794926420501
