x,y
-1.245999999999999996e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.187999999999999945e+00,0.000000000000000000e+00
-1.364700000000000024e+00,0.000000000000000000e+00
-1.344000000000000083e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.443300000000000027e+00,0.000000000000000000e+00
-1.265200000000000102e+00,0.000000000000000000e+00
-1.274399999999999977e+00,0.000000000000000000e+00
-1.211000000000000076e+00,0.000000000000000000e+00
-1.173000000000000043e+00,0.000000000000000000e+00
-1.407100000000000017e+00,0.000000000000000000e+00
-1.301199999999999912e+00,0.000000000000000000e+00
-1.239400000000000057e+00,0.000000000000000000e+00
-1.193400000000000016e+00,0.000000000000000000e+00
-1.225200000000000067e+00,0.000000000000000000e+00
-1.291299999999999892e+00,0.000000000000000000e+00
-1.261800000000000033e+00,0.000000000000000000e+00
-1.269500000000000073e+00,0.000000000000000000e+00
-1.257100000000000106e+00,0.000000000000000000e+00
-1.328300000000000036e+00,0.000000000000000000e+00
-1.310599999999999987e+00,0.000000000000000000e+00
-1.322799999999999976e+00,0.000000000000000000e+00
-1.407100000000000017e+00,0.000000000000000000e+00
-1.288100000000000023e+00,0.000000000000000000e+00
-1.349599999999999911e+00,0.000000000000000000e+00
-1.276899999999999924e+00,0.000000000000000000e+00
-1.284399999999999986e+00,0.000000000000000000e+00
-1.233000000000000096e+00,0.000000000000000000e+00
-1.265400000000000080e+00,0.000000000000000000e+00
-1.225400000000000045e+00,0.000000000000000000e+00
-1.152099999999999902e+00,0.000000000000000000e+00
-1.267600000000000060e+00,0.000000000000000000e+00
-1.153999999999999915e+00,0.000000000000000000e+00
-1.173000000000000043e+00,0.000000000000000000e+00
-1.294999999999999929e+00,0.000000000000000000e+00
-1.252599999999999936e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.239400000000000057e+00,0.000000000000000000e+00
-1.322799999999999976e+00,0.000000000000000000e+00
-1.267900000000000027e+00,0.000000000000000000e+00
-1.300000000000000044e+00,0.000000000000000000e+00
-1.302699999999999969e+00,0.000000000000000000e+00
-1.255900000000000016e+00,0.000000000000000000e+00
-1.199100000000000055e+00,0.000000000000000000e+00
-1.348999999999999977e+00,0.000000000000000000e+00
-1.205999999999999961e+00,0.000000000000000000e+00
-1.216800000000000104e+00,0.000000000000000000e+00
-1.334999999999999964e+00,0.000000000000000000e+00
-1.276899999999999924e+00,0.000000000000000000e+00
-1.272999999999999909e+00,0.000000000000000000e+00
-1.280599999999999961e+00,0.000000000000000000e+00
-1.233000000000000096e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.235000000000000098e+00,0.000000000000000000e+00
-1.283300000000000107e+00,0.000000000000000000e+00
-1.279300000000000104e+00,0.000000000000000000e+00
-1.258099999999999996e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.300599999999999978e+00,0.000000000000000000e+00
-1.274999999999999911e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.191999999999999948e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.298000000000000043e+00,0.000000000000000000e+00
-1.265400000000000080e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.217500000000000027e+00,0.000000000000000000e+00
-1.157999999999999918e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.264599999999999946e+00,0.000000000000000000e+00
-1.318300000000000027e+00,0.000000000000000000e+00
-1.188700000000000090e+00,0.000000000000000000e+00
-1.191999999999999948e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.254999999999999893e+00,0.000000000000000000e+00
-1.298000000000000043e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.264999999999999902e+00,0.000000000000000000e+00
-1.235000000000000098e+00,0.000000000000000000e+00
-1.149599999999999955e+00,0.000000000000000000e+00
-1.356999999999999984e+00,0.000000000000000000e+00
-1.425000000000000044e+00,0.000000000000000000e+00
-1.269600000000000062e+00,0.000000000000000000e+00
-1.283199999999999896e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.247999999999999998e+00,0.000000000000000000e+00
-1.211000000000000076e+00,0.000000000000000000e+00
-1.211000000000000076e+00,0.000000000000000000e+00
-1.224599999999999911e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.240199999999999969e+00,0.000000000000000000e+00
-1.278499999999999970e+00,0.000000000000000000e+00
-1.242799999999999905e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.166700000000000070e+00,0.000000000000000000e+00
-1.242299999999999960e+00,0.000000000000000000e+00
-1.320100000000000051e+00,0.000000000000000000e+00
-1.364700000000000024e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.271099999999999897e+00,0.000000000000000000e+00
-1.183999999999999941e+00,0.000000000000000000e+00
-1.177699999999999969e+00,0.000000000000000000e+00
-1.250699999999999923e+00,0.000000000000000000e+00
-1.262599999999999945e+00,0.000000000000000000e+00
-1.193400000000000016e+00,0.000000000000000000e+00
-1.130900000000000016e+00,0.000000000000000000e+00
-1.193400000000000016e+00,0.000000000000000000e+00
-1.276899999999999924e+00,0.000000000000000000e+00
-1.269200000000000106e+00,0.000000000000000000e+00
-1.232399999999999940e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.183999999999999941e+00,0.000000000000000000e+00
-1.346000000000000085e+00,0.000000000000000000e+00
-1.276899999999999924e+00,0.000000000000000000e+00
-1.279300000000000104e+00,0.000000000000000000e+00
-1.260299999999999976e+00,0.000000000000000000e+00
-1.291299999999999892e+00,0.000000000000000000e+00
-1.286499999999999977e+00,0.000000000000000000e+00
-1.269600000000000062e+00,0.000000000000000000e+00
-1.263700000000000045e+00,0.000000000000000000e+00
-1.274999999999999911e+00,0.000000000000000000e+00
-1.380900000000000016e+00,0.000000000000000000e+00
-1.259700000000000042e+00,0.000000000000000000e+00
-1.404300000000000104e+00,0.000000000000000000e+00
-1.331499999999999906e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.348000000000000087e+00,0.000000000000000000e+00
-1.411000000000000032e+00,0.000000000000000000e+00
-1.201200000000000045e+00,0.000000000000000000e+00
-1.302699999999999969e+00,0.000000000000000000e+00
-1.331499999999999906e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.244799999999999907e+00,0.000000000000000000e+00
-1.244099999999999984e+00,0.000000000000000000e+00
-1.308000000000000052e+00,0.000000000000000000e+00
-1.249500000000000055e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.388700000000000045e+00,0.000000000000000000e+00
-1.338999999999999968e+00,0.000000000000000000e+00
-1.380900000000000016e+00,0.000000000000000000e+00
-1.242199999999999971e+00,0.000000000000000000e+00
-1.227800000000000002e+00,0.000000000000000000e+00
-1.279800000000000049e+00,0.000000000000000000e+00
-1.242499999999999938e+00,0.000000000000000000e+00
-1.271500000000000075e+00,0.000000000000000000e+00
-1.318400000000000016e+00,0.000000000000000000e+00
-1.316699999999999982e+00,0.000000000000000000e+00
-1.259100000000000108e+00,0.000000000000000000e+00
-1.260999999999999899e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.291299999999999892e+00,0.000000000000000000e+00
-1.262499999999999956e+00,0.000000000000000000e+00
-1.213000000000000078e+00,0.000000000000000000e+00
-1.273400000000000087e+00,0.000000000000000000e+00
-1.254899999999999904e+00,0.000000000000000000e+00
-1.240199999999999969e+00,0.000000000000000000e+00
-1.242799999999999905e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.328300000000000036e+00,0.000000000000000000e+00
-1.298000000000000043e+00,0.000000000000000000e+00
-1.251300000000000079e+00,0.000000000000000000e+00
-1.229700000000000015e+00,0.000000000000000000e+00
-1.287099999999999911e+00,0.000000000000000000e+00
-1.233000000000000096e+00,0.000000000000000000e+00
-1.254999999999999893e+00,0.000000000000000000e+00
-1.259700000000000042e+00,0.000000000000000000e+00
-1.216800000000000104e+00,0.000000000000000000e+00
-1.273600000000000065e+00,0.000000000000000000e+00
-1.267600000000000060e+00,0.000000000000000000e+00
-1.233000000000000096e+00,0.000000000000000000e+00
-1.243700000000000028e+00,0.000000000000000000e+00
-1.259800000000000031e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.318300000000000027e+00,0.000000000000000000e+00
-1.322799999999999976e+00,0.000000000000000000e+00
-1.229200000000000070e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.366400000000000059e+00,0.000000000000000000e+00
-1.275199999999999889e+00,0.000000000000000000e+00
-1.247999999999999998e+00,0.000000000000000000e+00
-1.290000000000000036e+00,0.000000000000000000e+00
-1.246699999999999919e+00,0.000000000000000000e+00
-1.254599999999999937e+00,0.000000000000000000e+00
-1.261500000000000066e+00,0.000000000000000000e+00
-1.331499999999999906e+00,0.000000000000000000e+00
-1.356999999999999984e+00,0.000000000000000000e+00
-1.318400000000000016e+00,0.000000000000000000e+00
-1.301399999999999890e+00,0.000000000000000000e+00
-1.318400000000000016e+00,0.000000000000000000e+00
-1.219899999999999984e+00,0.000000000000000000e+00
-1.331499999999999906e+00,0.000000000000000000e+00
-1.334999999999999964e+00,0.000000000000000000e+00
-1.369099999999999984e+00,0.000000000000000000e+00
-1.298100000000000032e+00,0.000000000000000000e+00
-1.240199999999999969e+00,0.000000000000000000e+00
-1.308000000000000052e+00,0.000000000000000000e+00
-1.356999999999999984e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.167000000000000037e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.208499999999999908e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.380900000000000016e+00,0.000000000000000000e+00
-1.356999999999999984e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.209000000000000075e+00,0.000000000000000000e+00
-1.368999999999999995e+00,0.000000000000000000e+00
-1.211000000000000076e+00,0.000000000000000000e+00
-1.203200000000000047e+00,0.000000000000000000e+00
-1.305500000000000105e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.276899999999999924e+00,0.000000000000000000e+00
-1.290599999999999969e+00,0.000000000000000000e+00
-1.212399999999999922e+00,0.000000000000000000e+00
-1.230399999999999938e+00,0.000000000000000000e+00
-1.235000000000000098e+00,0.000000000000000000e+00
-1.157999999999999918e+00,0.000000000000000000e+00
-1.257800000000000029e+00,0.000000000000000000e+00
-1.242399999999999949e+00,0.000000000000000000e+00
-1.142099999999999893e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.318300000000000027e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.219899999999999984e+00,0.000000000000000000e+00
-1.130900000000000016e+00,0.000000000000000000e+00
-1.209000000000000075e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.000000000000000000e+00,0.000000000000000000e+00
-1.308000000000000052e+00,0.000000000000000000e+00
-1.263300000000000090e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.239400000000000057e+00,0.000000000000000000e+00
-1.230399999999999938e+00,0.000000000000000000e+00
-1.177699999999999969e+00,0.000000000000000000e+00
-1.271500000000000075e+00,0.000000000000000000e+00
-1.205999999999999961e+00,0.000000000000000000e+00
-1.322799999999999976e+00,0.000000000000000000e+00
-1.253900000000000015e+00,0.000000000000000000e+00
-1.239999999999999991e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.244299999999999962e+00,0.000000000000000000e+00
-1.183999999999999941e+00,0.000000000000000000e+00
-1.227800000000000002e+00,0.000000000000000000e+00
-1.277800000000000047e+00,0.000000000000000000e+00
-1.245999999999999996e+00,0.000000000000000000e+00
-1.254999999999999893e+00,0.000000000000000000e+00
-1.262899999999999912e+00,0.000000000000000000e+00
-1.235999999999999988e+00,0.000000000000000000e+00
-1.305500000000000105e+00,0.000000000000000000e+00
-1.257700000000000040e+00,0.000000000000000000e+00
-1.191999999999999948e+00,0.000000000000000000e+00
-1.188900000000000068e+00,0.000000000000000000e+00
-1.149999999999999911e+00,0.000000000000000000e+00
-1.265099999999999891e+00,0.000000000000000000e+00
-1.286499999999999977e+00,0.000000000000000000e+00
-1.199100000000000055e+00,0.000000000000000000e+00
-1.259100000000000108e+00,0.000000000000000000e+00
-1.265400000000000080e+00,0.000000000000000000e+00
-1.262299999999999978e+00,0.000000000000000000e+00
-1.216800000000000104e+00,0.000000000000000000e+00
-1.279300000000000104e+00,0.000000000000000000e+00
-1.205999999999999961e+00,0.000000000000000000e+00
-1.375000000000000000e+00,0.000000000000000000e+00
-1.257200000000000095e+00,0.000000000000000000e+00
-1.221999999999999975e+00,0.000000000000000000e+00
-1.250000000000000000e+00,0.000000000000000000e+00
-1.388700000000000045e+00,0.000000000000000000e+00
-1.298000000000000043e+00,0.000000000000000000e+00
-1.328300000000000036e+00,0.000000000000000000e+00
-1.227800000000000002e+00,0.000000000000000000e+00
-1.166700000000000070e+00,0.000000000000000000e+00
-1.227800000000000002e+00,0.000000000000000000e+00
