N,ratio_trad,ratio_vs_pk,ratio_vs_multi,var_p,var_pk,var_multi,n_p,n_pk,n_multi
1.000000000000000000e+08,7.302236020258229265e-02,2.356840567993505431e+01,7.324930968525267261e-02,1.436134275424462032e+02,6.093472315978988973e+00,1.960611344455577637e+03,5.041468000000000000e+06,9.802210000000000000e+05,1.731164300000000000e+07
