max_omega
1.991155236571848564e+00
1.961483891717118233e+00
1.964410284829812614e+00
1.965166435798107569e+00
1.963961401439755949e+00
1.960991559024049202e+00
1.956440329062471895e+00
1.950478169438327969e+00
1.943262781917151960e+00
1.934939480282039437e+00
1.925641677195990553e+00
1.915491454141280858e+00
1.904600185285699299e+00
1.893069191826702857e+00
1.880990408274764825e+00
1.868447046300265368e+00
1.855514245248637284e+00
1.842259701300411834e+00
1.828744269593018501e+00
1.815022535504158485e+00
1.801143352791726882e+00
1.787150347455397359e+00
1.773082387085774814e+00
1.758974016146824138e+00
1.748852796001379994e+00
1.744642874732607929e+00
1.740416194814558892e+00
1.736171696617457627e+00
1.731908583382039346e+00
1.727626297086326312e+00
1.723324495661703315e+00
1.719003031572246432e+00
1.714661931751662927e+00
1.710301378876746936e+00
1.705921693944282280e+00
1.701523320109246784e+00
1.697106807735501599e+00
1.692672800605472982e+00
1.688222023232262892e+00
1.683755269215898354e+00
1.679273390584754333e+00
1.674777288063359126e+00
1.670267902208640631e+00
1.665746205358031418e+00
1.661213194334607790e+00
1.656669883856464853e+00
1.652117300599797112e+00
1.647556477867506253e+00
1.642988450817623125e+00
1.638414252208310939e+00
1.633834908618699844e+00
1.629251437107235301e+00
1.625141215819003060e+00
1.621901692188946642e+00
1.618657651756117088e+00
1.615409421977995086e+00
1.612157258954467265e+00
1.608901270930148231e+00
1.605641707514617211e+00
1.602378825576898924e+00
1.599112888317822057e+00
1.595844164385201047e+00
1.592572927031842278e+00
1.589299453316172617e+00
1.586024023345067091e+00
1.582746919558294607e+00
1.579468426053843189e+00
1.576188827953262539e+00
1.572908410806050261e+00
1.569627460032019473e+00
1.566346260400513613e+00
1.563065095545275618e+00
1.559784247513730682e+00
1.556503996349412944e+00
1.553224619706243148e+00
1.549946392493350089e+00
1.546669586549126452e+00
1.543394470343214087e+00
1.540121308705117098e+00
1.536850362578168649e+00
1.533581888797580284e+00
1.530316139891346294e+00
1.527053363902785676e+00
1.523793804233546600e+00
1.520537699505926321e+00
1.517285283443393640e+00
1.514036784768238553e+00
1.510792427115311476e+00
1.507552428960850621e+00
1.504317003565436739e+00
1.501086358930147080e+00
1.497860697765029281e+00
1.494640217469045407e+00
1.491425110120673470e+00
1.488215562478403253e+00
1.485410639641437713e+00
1.482618535153353845e+00
1.479829734107320105e+00
1.477044324623487226e+00
1.474262394486592909e+00
1.471484031048119867e+00
1.468709321134153312e+00
1.465938350958780445e+00
1.463171206042859662e+00
1.460407971137995364e+00
1.457648730155544303e+00
1.454893566100480706e+00
1.452142561009948984e+00
1.449395795896324168e+00
1.446653350694615536e+00
1.443915304214033135e+00
1.441579324591732103e+00
1.439289141485114998e+00
1.437000810886939428e+00
1.434714407626795696e+00
1.432430005509767845e+00
1.430147677294029362e+00
1.427867494670616910e+00
1.425589528245281068e+00
1.423313847522327480e+00
1.421040520890353598e+00
1.418769615609799750e+00
1.416501197802225054e+00
1.414235332441228454e+00
1.411972083344932294e+00
1.409711513169954689e+00
1.407453683406793221e+00
1.405198654376547340e+00
1.402946485228911078e+00
1.400697233941363251e+00
1.398450957319499199e+00
1.396207710998428553e+00
1.393967549445190413e+00
1.391730525962115106e+00
1.389496692691089441e+00
1.387266100618656850e+00
1.385038799581912672e+00
1.382814838275136182e+00
1.380594264257116066e+00
1.378377123959119155e+00
1.376163462693461570e+00
1.373953324662640529e+00
1.371746752968979299e+00
1.369543789624757313e+00
1.367344475562778161e+00
1.365148850647347922e+00
1.362956953685623640e+00
1.360768822439305525e+00
1.358584493636636914e+00
1.356404002984685331e+00
1.354227385181879573e+00
1.352054673930768169e+00
1.349885901950983902e+00
1.347721100992381960e+00
1.345560301848335083e+00
1.343403534369161045e+00
1.341250827475662044e+00
1.339102209172757574e+00
1.336957706563193016e+00
1.334817345861306848e+00
1.332681152406834713e+00
1.330549150678745018e+00
1.328421364309083641e+00
1.326297816096814408e+00
1.324178528021648260e+00
1.322063521257842877e+00
1.319952816187964340e+00
1.317846432416599489e+00
1.315744388784010122e+00
1.313646703379717451e+00
1.311553393556011748e+00
1.309464475941374051e+00
1.307379966453808606e+00
1.305301368247356875e+00
1.303227300344813822e+00
1.301157716803445386e+00
1.299092630955385408e+00
1.297032055484532709e+00
1.294976002439214069e+00
1.293117680315529539e+00
1.291324958647275700e+00
1.289534806824930602e+00
1.287747243206845527e+00
1.285962285797631388e+00
1.284179952249279166e+00
1.282400259862433334e+00
1.280623225587820713e+00
1.278848866027820330e+00
1.277077197438170053e+00
1.275308235729800899e+00
1.273541996470793469e+00
1.271778494888448519e+00
1.270017745871469206e+00
1.268259763972241272e+00
1.266504563409211137e+00
1.264752158069356591e+00
1.263002561510736754e+00
1.261255786965128634e+00
1.259511847340729629e+00
1.257770755224935977e+00
1.256032522887181813e+00
1.254297162281836853e+00
1.252564685051162030e+00
1.250835102528313758e+00
1.249108425740395489e+00
1.247384665411549465e+00
1.245663831966092205e+00
1.243945935531678426e+00
1.242230985942503585e+00
1.240518992742526638e+00
1.238809965188725215e+00
1.237103912254366112e+00
1.235400842632299767e+00
1.233700764738267175e+00
1.232003686714220336e+00
1.230309616431655595e+00
1.228669050026043319e+00
1.227091606894340936e+00
1.225516825479249006e+00
1.223944709478980597e+00
1.222375262419855835e+00
1.220808487658741281e+00
1.219244388385473332e+00
1.217682967625271617e+00
1.216124228241137306e+00
1.214568172936236090e+00
1.213014804256265178e+00
1.211464124591807634e+00
1.209916136180665847e+00
1.208370841110181004e+00
1.206828241319533479e+00
1.205288338602025444e+00
1.203751134607345064e+00
1.202216630843812695e+00
1.200684828680605110e+00
1.199155729349964172e+00
1.197629333949379982e+00
1.196105643443759803e+00
1.194584658667572130e+00
1.193066380326970544e+00
1.191550809001900246e+00
1.190037945148176624e+00
1.188527789099548926e+00
1.187020341069738860e+00
1.185515601154458309e+00
1.184013569333404847e+00
1.182514245472236381e+00
1.181017629324522700e+00
1.179523720533675046e+00
1.178032518634855474e+00
1.176544023056859789e+00
1.175058233123982943e+00
1.173575148057860229e+00
1.172094766979284497e+00
1.170617088910006043e+00
1.169142112774504527e+00
1.167669837401743349e+00
1.166200261526899373e+00
1.164733383793072230e+00
1.163269202752970521e+00
1.161807716870577600e+00
1.160348924522794256e+00
1.158892824001060085e+00
1.157487015800745089e+00
1.156085360637360004e+00
1.154686134605824810e+00
1.153289338100882633e+00
1.151894971412684709e+00
1.150503034728438401e+00
1.149114150664060530e+00
1.147729375975017341e+00
1.146347056960418165e+00
1.144967193417280926e+00
1.143589785046779328e+00
1.142214831455788726e+00
1.140842332158418460e+00
1.139472286577521754e+00
