max_omega
1.138104694046190746e+00
1.136739553809232639e+00
1.135376865024628534e+00
1.134016626764975388e+00
1.132658838018909542e+00
1.131303497692512927e+00
1.129950604610704623e+00
1.128600157518610869e+00
1.127252155082922869e+00
1.125906595893235052e+00
1.124563478463366017e+00
1.123222801232665713e+00
1.121884562567304178e+00
1.120548760761544305e+00
1.119215394038998612e+00
1.117884460553869586e+00
1.116555958392175363e+00
1.115229885572958102e+00
1.113906240049477914e+00
1.112585019710389922e+00
1.111266222380907776e+00
1.109949845823951398e+00
1.108635887741277415e+00
1.107324345774598706e+00
