第1环质量,第2环质量,第3环质量,公差,最大公约数
4410,4830,5250,420,210
4290,4950,5610,660,330
4410,5130,5850,720,90
3990,5130,6270,1140,570
4410,5250,6090,840,210
4290,5250,6210,960,30
3990,5250,6510,1260,210
4950,5610,6270,660,330
4590,5610,6630,1020,510
4290,5850,7410,1560,390
4830,6090,7350,1260,210
4590,6090,7590,1500,30
4410,6090,7770,1680,210
4830,6210,7590,1380,690
5130,6270,7410,1140,570
4950,6270,7590,1320,330
4290,6270,8250,1980,330
5610,6510,7410,900,30
5250,6510,7770,1260,210
4410,6510,8610,2100,210
3990,6510,9030,2520,210
5610,6630,7650,1020,510
4290,6630,8970,2340,390
6090,7350,8610,1260,210
4950,7350,9750,2400,150
4830,7350,9870,2520,210
4410,7350,10290,2940,1470
6210,7410,8610,1200,30
5850,7410,8970,1560,390
5130,7410,9690,2280,570
4950,7410,9870,2460,30
4830,7410,9990,2580,30
6270,7590,8910,1320,330
6210,7590,8970,1380,690
4290,7590,10890,3300,330
6270,7650,9030,1380,30
5610,7650,9690,2040,510
4410,7650,10890,3240,90
6630,7770,8910,1140,30
6510,7770,9030,1260,210
5850,7770,9690,1920,30
5250,7770,10290,2520,210
4290,7770,11250,3480,30
6630,8250,9870,1620,30
6510,8250,9990,1740,30
6210,8250,10290,2040,30
5610,8250,10890,2640,330
5250,8250,11250,3000,750
7350,8610,9870,1260,210
5610,8610,11610,3000,30
6210,8910,11610,2700,270
6090,8910,11730,2820,30
5130,8910,12690,3780,270
7650,8970,10290,1320,30
6210,8970,11730,2760,690
5250,8970,12690,3720,30
4830,8970,13110,4140,690
3990,8970,13950,4980,30
7770,9030,10290,1260,210
4950,9030,13110,4080,30
7770,9690,11610,1920,30
7650,9690,11730,2040,510
6630,9690,12750,3060,510
6270,9690,13110,3420,570
5130,9690,14250,4560,570
4590,9690,14790,5100,510
8610,9750,10890,1140,30
8250,9750,11250,1500,750
7770,9750,11730,1980,30
5250,9750,14250,4500,750
4290,9750,15210,5460,390
6630,9870,13110,3240,30
4950,9870,14790,4920,30
8910,9990,11070,1080,270
8250,9990,11730,1740,30
8970,10290,11610,1320,30
6630,10290,13950,3660,30
6270,10290,14310,4020,30
9030,10890,12750,1860,30
5850,10890,15930,5040,90
5250,10890,16530,5640,30
5130,10890,16650,5760,90
6090,10962,15834,4872,1218
9030,11070,13110,2040,30
7350,11070,14790,3720,30
6210,11070,15930,4860,270
5610,11070,16530,5460,30
9750,11250,12750,1500,750
8250,11250,14250,3000,750
5850,11250,16650,5400,450
5250,11250,17250,6000,750
4830,11250,17670,6420,30
4410,11250,18090,6840,90
6510,11466,16422,4956,42
4410,11466,18522,7056,882
3990,11466,18942,7476,42
8970,11610,14250,2640,30
8910,11610,14310,2700,270
7410,11610,15810,4200,30
5130,11610,18090,6480,270
9870,11718,13566,1848,42
6510,11718,16926,5208,1302
8250,11730,15210,3480,30
7650,11730,15810,4080,510
6210,11730,17250,5520,690
4290,11730,19170,7440,30
3990,11730,19470,7740,30
11718,12558,13398,840,42
9870,12558,15246,2688,42
7350,12558,17766,5208,42
5250,12558,19866,7308,42
4830,12558,20286,7728,966
4410,12558,20706,8148,42
11070,12690,14310,1620,270
8910,12690,16470,3780,270
6210,12690,19170,6480,270
5250,12690,20130,7440,30
3990,12690,21390,8700,30
11250,12750,14250,1500,750
10290,12750,15210,2460,30
9690,12750,15810,3060,510
9030,12750,16470,3720,30
8970,12750,16530,3780,30
8250,12750,17250,4500,750
7410,12750,18090,5340,30
10290,13110,15930,2820,30
9750,13110,16470,3360,30
9690,13110,16530,3420,570
8970,13110,17250,4140,690
7770,13110,18450,5340,30
6510,13110,19710,6600,30
6210,13110,20010,6900,690
6090,13110,20130,7020,30
4830,13110,21390,8280,690
10962,13398,15834,2436,1218
9870,13398,16926,3528,42
9030,13398,17766,4368,42
6510,13398,20286,6888,42
6090,13398,20706,7308,1218
8610,13566,18522,4956,42
4830,13566,22302,8736,42
3990,13566,23142,9576,798
13110,13950,14790,840,30
12690,13950,15210,1260,90
11250,13950,16650,2700,450
7770,13950,20130,6180,30
6510,13950,21390,7440,930
11718,13986,16254,2268,378
9030,13986,18942,4956,42
4830,13986,23142,9156,42
12690,14250,15810,1560,30
11250,14250,17250,3000,750
9030,14250,19470,5220,30
7350,14250,21150,6900,150
6630,14250,21870,7620,30
6090,14250,22410,8160,30
5250,14250,23250,9000,750
4830,14250,23670,9420,30
4410,14250,24090,9840,30
4290,14250,24210,9960,30
12690,14310,15930,1620,270
8910,14310,19710,5400,270
8610,14310,20010,5700,30
6510,14310,22110,7800,30
6210,14310,22410,8100,270
4950,14310,23670,9360,90
4410,14310,24210,9900,90
13110,14790,16470,1680,30
9870,14790,19710,4920,30
8250,14790,21330,6540,30
4290,14790,25290,10500,30
13566,14994,16422,1428,714
11466,14994,18522,3528,882
7350,14994,22638,7644,294
5250,14994,24738,9744,42
13950,15210,16470,1260,90
12750,15210,17670,2460,30
11250,15210,19170,3960,90
11070,15210,19350,4140,90
10290,15210,20130,4920,30
9030,15210,21390,6180,30
6210,15210,24210,9000,90
5130,15210,25290,10080,90
4950,15210,25470,10260,90
13566,15246,16926,1680,42
7350,15246,23142,7896,42
4950,15246,25542,10296,198
10962,15498,20034,4536,378
10290,15498,20706,5208,42
6510,15498,24486,8988,42
4410,15498,26586,11088,126
13950,15810,17670,1860,930
11610,15810,20010,4200,30
10290,15810,21330,5520,30
9870,15810,21750,5940,30
9750,15810,21870,6060,30
7410,15810,24210,8400,30
6270,15810,25350,9540,30
6090,15810,25530,9720,30
5250,15810,26370,10560,30
3990,15810,27630,11820,30
15246,15834,16422,588,42
10962,15834,20706,4872,1218
9030,15834,22638,6804,42
8610,15834,23058,7224,42
7350,15834,24318,8484,42
5250,15834,26418,10584,42
4410,15834,27258,11424,42
15210,15930,16650,720,90
12690,15930,19170,3240,270
11730,15930,20130,4200,30
9990,15930,21870,5940,270
9750,15930,22110,6180,30
8610,15930,23250,7320,30
7770,15930,24090,8160,30
7650,15930,24210,8280,90
6510,15930,25350,9420,30
13986,16254,18522,2268,378
13566,16254,18942,2688,42
9870,16254,22638,6384,42
8910,16254,23598,7344,54
7770,16254,24738,8484,42
6090,16254,26418,10164,42
5250,16254,27258,11004,42
4590,16254,27918,11664,54
4410,16254,28098,11844,126
12558,16422,20286,3864,966
7770,16422,25074,8652,42
4830,16422,28014,11592,966
3990,16422,28854,12432,42
11610,16470,21330,4860,270
11070,16470,21870,5400,270
9690,16470,23250,6780,30
7650,16470,25290,8820,90
7590,16470,25350,8880,30
7410,16470,25530,9060,30
4950,16470,27990,11520,90
4410,16470,28530,12060,90
15810,16530,17250,720,30
11730,16530,21330,4800,30
8970,16530,24090,7560,30
7770,16530,25290,8760,30
7590,16530,25470,8940,30
6090,16530,26970,10440,870
15210,16650,18090,1440,90
13950,16650,19350,2700,450
10890,16650,22410,5760,90
9870,16650,23430,6780,30
8910,16650,24390,7740,90
7770,16650,25530,8880,1110
5130,16650,28170,11520,90
14994,16758,18522,1764,882
9030,16758,24486,7728,42
3990,16758,29526,12768,798
15498,16926,18354,1428,42
13986,16926,19866,2940,42
13566,16926,20286,3360,42
12558,16926,21294,4368,546
11718,16926,22134,5208,1302
9030,16926,24822,7896,42
5250,16926,28602,11676,42
14790,17250,19710,2460,30
13110,17250,21390,4140,690
12750,17250,21750,4500,750
11250,17250,23250,6000,750
11070,17250,23430,6180,30
10290,17250,24210,6960,30
9030,17250,25470,8220,30
8970,17250,25530,8280,690
6510,17250,27990,10740,30
5130,17250,29370,12120,30
16926,17670,18414,744,186
15210,17670,20130,2460,30
13950,17670,21390,3720,930
11250,17670,24090,6420,30
9990,17670,25350,7680,30
9870,17670,25470,7800,30
8970,17670,26370,8700,30
7590,17670,27750,10080,30
7350,17670,27990,10320,30
15498,17766,20034,2268,378
15246,17766,20286,2520,126
13398,17766,22134,4368,42
11466,17766,24066,6300,126
9990,17766,25542,7776,54
8910,17766,26622,8856,54
7350,17766,28182,10416,42
16470,18090,19710,1620,270
14790,18090,21390,3300,30
14310,18090,21870,3780,270
12750,18090,23430,5340,30
11250,18090,24930,6840,90
10890,18090,25290,7200,90
7650,18090,28530,10440,90
5850,18090,30330,12240,90
4950,18090,31230,13140,90
4410,18090,31770,13680,90
3990,18090,32190,14100,30
17766,18354,18942,588,42
16422,18354,20286,1932,966
14994,18354,21714,3360,42
13566,18354,23142,4788,798
13110,18354,23598,5244,2622
10290,18354,26418,8064,42
8610,18354,28098,9744,42
8250,18354,28458,10104,6
7350,18354,29358,11004,42
15498,18414,21330,2916,54
13398,18414,23430,5016,66
8910,18414,27918,9504,594
14790,18450,22110,3660,30
12690,18450,24210,5760,90
11610,18450,25290,6840,90
8910,18450,27990,9540,90
6090,18450,30810,12360,30
5130,18450,31770,13320,90
4590,18450,32310,13860,90
16758,18522,20286,1764,882
13986,18522,23058,4536,378
12690,18522,24354,5832,54
12558,18522,24486,5964,42
11070,18522,25974,7452,54
9030,18522,28014,9492,42
6090,18522,30954,12432,42
4830,18522,32214,13692,42
18414,18942,19470,528,66
15246,18942,22638,3696,462
13566,18942,24318,5376,42
13398,18942,24486,5544,462
11466,18942,26418,7476,42
9870,18942,28014,9072,42
9030,18942,28854,9912,42
7770,18942,30114,11172,42
3990,18942,33894,14952,42
16470,19170,21870,2700,270
15930,19170,22410,3240,270
14250,19170,24090,4920,30
13986,19170,24354,5184,54
13950,19170,24390,5220,90
11718,19170,26622,7452,54
8970,19170,29370,10200,30
18414,19350,20286,936,18
14310,19350,24390,5040,90
11730,19350,26970,7620,30
11070,19350,27630,8280,90
8910,19350,29790,10440,90
6510,19350,32190,12840,30
5130,19350,33570,14220,90
4590,19350,34110,14760,90
4290,19350,34410,15060,30
3990,19350,34710,15360,30
16530,19470,22410,2940,30
13398,19470,25542,6072,66
8610,19470,30330,10860,30
6630,19470,32310,12840,30
5610,19470,33330,13860,330
4950,19470,33990,14520,330
4830,19470,34110,14640,30
18090,19710,21330,1620,270
17670,19710,21750,2040,30
16254,19710,23166,3456,54
15210,19710,24210,4500,90
13950,19710,25470,5760,90
11250,19710,28170,8460,90
10962,19710,28458,8748,54
10890,19710,28530,8820,90
8610,19710,30810,11100,30
7650,19710,31770,12060,90
7410,19710,32010,12300,30
6090,19710,33330,13620,30
5850,19710,33570,13860,90
4950,19710,34470,14760,90
4410,19710,35010,15300,90
15246,19866,24486,4620,462
14994,19866,24738,4872,42
13110,19866,26622,6756,6
11718,19866,28014,8148,42
8250,19866,31482,11616,66
7350,19866,32382,12516,42
4830,19866,34902,15036,42
3990,19866,35742,15876,42
16422,20010,23598,3588,138
15930,20010,24090,4080,30
15810,20010,24210,4200,30
13950,20010,26070,6060,30
13398,20010,26622,6612,174
9690,20010,30330,10320,30
8610,20010,31410,11400,30
8250,20010,31770,11760,30
7650,20010,32370,12360,30
5610,20010,34410,14400,30
4290,20010,35730,15720,30
18354,20034,21714,1680,42
17766,20034,22302,2268,378
16926,20034,23142,3108,42
16470,20034,23598,3564,54
15246,20034,24822,4788,126
14994,20034,25074,5040,126
11610,20034,28458,8424,54
11466,20034,28602,8568,126
4410,20034,35658,15624,126
14790,20130,25470,5340,30
11730,20130,28530,8400,30
10890,20130,29370,9240,330
9030,20130,31230,11100,30
8250,20130,32010,11880,330
6270,20130,33990,13860,330
5850,20130,34410,14280,30
5250,20130,35010,14880,30
4950,20130,35310,15180,330
4590,20130,35670,15540,30
4290,20130,35970,15840,330
16254,20286,24318,4032,126
15834,20286,24738,4452,42
15498,20286,25074,4788,126
13986,20286,26586,6300,126
13950,20286,26622,6336,18
12558,20286,28014,7728,966
11718,20286,28854,8568,126
7770,20286,32802,12516,42
4830,20286,35742,15456,966
3990,20286,36582,16296,42
18354,20706,23058,2352,42
16926,20706,24486,3780,42
14994,20706,26418,5712,714
14790,20706,26622,5916,2958
13398,20706,28014,7308,1218
12558,20706,28854,8148,42
11466,20706,29946,9240,42
9030,20706,32382,11676,42
8610,20706,32802,12096,42
6510,20706,34902,14196,42
4830,20706,36582,15876,42
18090,21150,24210,3060,90
16758,21150,25542,4392,18
15930,21150,26370,5220,90
14310,21150,27990,6840,90
13986,21150,28314,7164,18
11070,21150,31230,10080,90
10890,21150,31410,10260,90
10290,21150,32010,10860,30
9990,21150,32310,11160,90
8970,21150,33330,12180,30
7590,21150,34710,13560,30
6630,21150,35670,14520,30
6210,21150,36090,14940,90
4590,21150,37710,16560,90
4410,21150,37890,16740,90
20286,21294,22302,1008,126
18522,21294,24066,2772,126
17766,21294,24822,3528,126
13986,21294,28602,7308,126
10962,21294,31626,10332,126
7410,21294,35178,13884,78
6090,21294,36498,15204,42
4950,21294,37638,16344,18
4830,21294,37758,16464,42
18450,21330,24210,2880,90
11250,21330,31410,10080,90
10890,21330,31770,10440,90
10290,21330,32370,11040,30
8250,21330,34410,13080,30
7650,21330,35010,13680,90
7350,21330,35310,13980,30
5850,21330,36810,15480,90
4950,21330,37710,16380,90
4830,21330,37830,16500,30
19350,21390,23430,2040,30
17250,21390,25530,4140,690
15810,21390,26970,5580,930
14790,21390,27990,6600,30
14250,21390,28530,7140,30
9750,21390,33030,11640,30
7770,21390,35010,13620,30
4950,21390,37830,16440,30
3990,21390,38790,17400,30
21294,21714,22134,420,42
20286,21714,23142,1428,42
18942,21714,24486,2772,462
18354,21714,25074,3360,42
15246,21714,28182,6468,462
10290,21714,33138,11424,42
8250,21714,35178,13464,66
7770,21714,35658,13944,42
7410,21714,36018,14304,6
6510,21714,36918,15204,42
3990,21714,39438,17724,42
16530,21750,26970,5220,870
12690,21750,30810,9060,30
11730,21750,31770,10020,30
9030,21750,34470,12720,30
7770,21750,35730,13980,30
7410,21750,36090,14340,30
6210,21750,37290,15540,30
5610,21750,37890,16140,30
3990,21750,39510,17760,30
21330,21870,22410,540,270
19350,21870,24390,2520,90
18450,21870,25290,3420,90
17766,21870,25974,4104,54
17670,21870,26070,4200,30
15210,21870,28530,6660,90
13986,21870,29754,7884,54
13950,21870,29790,7920,90
11730,21870,32010,10140,30
9750,21870,33990,12120,30
9030,21870,34710,12840,30
7770,21870,35970,14100,30
7650,21870,36090,14220,90
5850,21870,37890,16020,90
5610,21870,38130,16260,30
4950,21870,38790,16920,90
20130,22110,24090,1980,330
20010,22110,24210,2100,30
19866,22110,24354,2244,66
17250,22110,26970,4860,30
16470,22110,27750,5640,30
10890,22110,33330,11220,330
9750,22110,34470,12360,30
8910,22110,35310,13200,330
8250,22110,35970,13860,330
7410,22110,36810,14700,30
6510,22110,37710,15600,30
6090,22110,38130,16020,30
5250,22110,38970,16860,30
4830,22110,39390,17280,30
4290,22110,39930,17820,330
16254,22134,28014,5880,42
15810,22134,28458,6324,3162
11466,22134,32802,10668,42
10962,22134,33306,11172,42
8610,22134,35658,13524,42
8250,22134,36018,13884,6
7770,22134,36498,14364,42
7350,22134,36918,14784,42
6630,22134,37638,15504,102
6510,22134,37758,15624,1302
4830,22134,39438,17304,42
4410,22134,39858,17724,42
20286,22302,24318,2016,126
19866,22302,24738,2436,42
16422,22302,28182,5880,42
15246,22302,29358,7056,126
11610,22302,32994,10692,54
11466,22302,33138,10836,126
9030,22302,35574,13272,42
21390,22410,23430,1020,30
21150,22410,23670,1260,90
19470,22410,25350,2940,30
19350,22410,25470,3060,90
18450,22410,26370,3960,90
16650,22410,28170,5760,90
11250,22410,33570,11160,90
5850,22410,38970,16560,90
4950,22410,39870,17460,90
4830,22410,39990,17580,30
4410,22410,40410,18000,90
22110,22638,23166,528,66
16422,22638,28854,6216,42
9870,22638,35406,12768,42
8250,22638,37026,14388,66
7350,22638,37926,15288,294
6510,22638,38766,16128,42
6090,22638,39186,16548,42
21294,23058,24822,1764,126
16758,23058,29358,6300,126
15930,23058,30186,7128,54
14310,23058,31806,8748,54
11070,23058,35046,11988,54
8910,23058,37206,14148,54
7770,23058,38346,15288,42
7350,23058,38766,15708,42
6510,23058,39606,16548,42
4410,23058,41706,18648,126
19866,23142,26418,3276,42
16926,23142,29358,6216,42
16758,23142,29526,6384,798
16530,23142,29754,6612,3306
12558,23142,33726,10584,42
4830,23142,41454,18312,42
19710,23166,26622,3456,54
18942,23166,27390,4224,66
18414,23166,27918,4752,594
13950,23166,32382,9216,18
9750,23166,36582,13416,78
7650,23166,38682,15516,18
4950,23166,41382,18216,198
22410,23250,24090,840,30
22110,23250,24390,1140,30
21150,23250,25350,2100,150
20130,23250,26370,3120,30
14310,23250,32190,8940,30
9690,23250,36810,13560,30
8610,23250,37890,14640,30
6630,23250,39870,16620,30
6510,23250,39990,16740,930
6090,23250,40410,17160,30
4830,23250,41670,18420,30
4590,23250,41910,18660,30
3990,23250,42510,19260,30
21390,23430,25470,2040,30
21330,23430,25530,2100,30
19470,23430,27390,3960,330
18942,23430,27918,4488,66
16530,23430,30330,6900,30
12750,23430,34110,10680,30
10890,23430,35970,12540,330
9030,23430,37830,14400,30
8970,23430,37890,14460,30
7350,23430,39510,16080,30
5130,23430,41730,18300,30
4950,23430,41910,18480,330
4830,23430,42030,18600,30
17670,23598,29526,5928,114
17250,23598,29946,6348,138
11466,23598,35730,12132,18
10962,23598,36234,12636,54
9990,23598,37206,13608,54
7590,23598,39606,16008,138
5130,23598,42066,18468,1026
22410,23670,24930,1260,90
21870,23670,25470,1800,90
19710,23670,27630,3960,90
19350,23670,27990,4320,90
19170,23670,28170,4500,90
16530,23670,30810,7140,30
15930,23670,31410,7740,90
14310,23670,33030,9360,90
11610,23670,35730,12060,90
11250,23670,36090,12420,90
7410,23670,39930,16260,30
7350,23670,39990,16320,30
6210,23670,41130,17460,90
5850,23670,41490,17820,90
5610,23670,41730,18060,30
4830,23670,42510,18840,30
3990,23670,43350,19680,30
23058,24066,25074,1008,126
21714,24066,26418,2352,42
20034,24066,28098,4032,126
17766,24066,30366,6300,126
16650,24066,31482,7416,18
14994,24066,33138,9072,126
13986,24066,34146,10080,126
12558,24066,35574,11508,42
4410,24066,43722,19656,126
23250,24090,24930,840,30
22638,24090,25542,1452,66
22110,24090,26070,1980,330
20010,24090,28170,4080,30
19866,24090,28314,4224,66
15810,24090,32370,8280,30
10890,24090,37290,13200,330
10290,24090,37890,13800,30
8250,24090,39930,15840,330
7770,24090,40410,16320,30
6510,24090,41670,17580,30
6270,24090,41910,17820,330
4830,24090,43350,19260,30
3990,24090,44190,20100,30
23598,24210,24822,612,18
18090,24210,30330,6120,90
16650,24210,31770,7560,90
14310,24210,34110,9900,90
13950,24210,34470,10260,90
13110,24210,35310,11100,30
12750,24210,35670,11460,30
12690,24210,35730,11520,90
11610,24210,36810,12600,90
10290,24210,38130,13920,30
9030,24210,39390,15180,30
8910,24210,39510,15300,90
8250,24210,40170,15960,30
6510,24210,41910,17700,30
4590,24210,43830,19620,90
23166,24318,25470,1152,18
20034,24318,28602,4284,126
18522,24318,30114,5796,126
18450,24318,30186,5868,18
16422,24318,32214,7896,42
16254,24318,32382,8064,126
15834,24318,32802,8484,42
15498,24318,33138,8820,126
11718,24318,36918,12600,126
11610,24318,37026,12708,18
10290,24318,38346,14028,42
9870,24318,38766,14448,42
9030,24318,39606,15288,42
23166,24354,25542,1188,594
22638,24354,26070,1716,66
19350,24354,29358,5004,18
18522,24354,30186,5832,54
13398,24354,35310,10956,66
12690,24354,36018,11664,54
11070,24354,37638,13284,2214
8910,24354,39798,15444,594
7590,24354,41118,16764,66
4590,24354,44118,19764,54
23430,24390,25350,960,30
23250,24390,25530,1140,30
22410,24390,26370,1980,90
21390,24390,27390,3000,30
21150,24390,27630,3240,90
18450,24390,30330,5940,90
18414,24390,30366,5976,18
16470,24390,32310,7920,90
15210,24390,33570,9180,90
14790,24390,33990,9600,30
14310,24390,34470,10080,90
13110,24390,35670,11280,30
12690,24390,36090,11700,90
11070,24390,37710,13320,90
10890,24390,37890,13500,90
9990,24390,38790,14400,90
8910,24390,39870,15480,90
8610,24390,40170,15780,30
7650,24390,41130,16740,90
6270,24390,42510,18120,30
4950,24390,43830,19440,90
4590,24390,44190,19800,90
23430,24486,25542,1056,66
21714,24486,27258,2772,462
16758,24486,32214,7728,42
15834,24486,33138,8652,42
15246,24486,33726,9240,462
13566,24486,35406,10920,42
13398,24486,35574,11088,462
10290,24486,38682,14196,42
9030,24486,39942,15456,42
7590,24486,41382,16896,66
6510,24486,42462,17976,42
5250,24486,43722,19236,42
4950,24486,44022,19536,66
23058,24738,26418,1680,42
21294,24738,28182,3444,42
18522,24738,30954,6216,42
17670,24738,31806,7068,3534
12558,24738,36918,12180,42
11718,24738,37758,13020,1302
10290,24738,39186,14448,42
9870,24738,39606,14868,42
7770,24738,41706,16968,42
7410,24738,42066,17328,114
4410,24738,45066,20328,42
24354,24822,25290,468,18
23670,24822,25974,1152,18
23058,24822,26586,1764,126
21330,24822,28314,3492,18
20286,24822,29358,4536,126
18414,24822,31230,6408,18
16650,24822,32994,8172,18
15498,24822,34146,9324,126
13986,24822,35658,10836,126
11718,24822,37926,13104,126
10962,24822,38682,13860,126
6510,24822,43134,18312,42
4410,24822,45234,20412,126
24390,24930,25470,540,90
24318,24930,25542,612,18
22110,24930,27750,2820,30
21870,24930,27990,3060,90
21330,24930,28530,3600,90
18450,24930,31410,6480,90
18090,24930,31770,6840,90
17670,24930,32190,7260,30
16530,24930,33330,8400,30
11730,24930,38130,13200,30
11070,24930,38790,13860,90
10890,24930,38970,14040,90
9990,24930,39870,14940,90
9870,24930,39990,15060,30
9690,24930,40170,15240,30
7350,24930,42510,17580,30
6510,24930,43350,18420,30
4950,24930,44910,19980,90
4590,24930,45270,20340,90
22134,25074,28014,2940,42
21294,25074,28854,3780,126
20034,25074,30114,5040,126
18522,25074,31626,6552,126
17766,25074,32382,7308,126
16422,25074,33726,8652,42
16254,25074,33894,8820,126
15246,25074,34902,9828,126
13566,25074,36582,11508,42
11466,25074,38682,13608,126
10962,25074,39186,14112,126
10290,25074,39858,14784,42
9030,25074,41118,16044,42
8610,25074,41538,16464,42
4830,25074,45318,20244,42
24210,25290,26370,1080,90
22410,25290,28170,2880,90
19350,25290,31230,5940,90
19170,25290,31410,6120,90
17250,25290,33330,8040,30
16470,25290,34110,8820,90
12750,25290,37830,12540,30
12690,25290,37890,12600,90
11610,25290,38970,13680,90
11070,25290,39510,14220,90
8910,25290,41670,16380,90
6510,25290,44070,18780,30
21330,25350,29370,4020,30
19470,25350,31230,5880,30
17670,25350,33030,7680,30
11730,25350,38970,13620,30
10290,25350,40410,15060,30
9030,25350,41670,16320,30
8970,25350,41730,16380,390
7590,25350,43110,17760,30
7350,25350,43350,18000,150
6630,25350,44070,18720,390
6510,25350,44190,18840,30
24354,25470,26586,1116,18
24318,25470,26622,1152,18
22410,25470,28530,3060,90
21150,25470,29790,4320,90
20130,25470,30810,5340,30
19710,25470,31230,5760,90
19170,25470,31770,6300,90
16530,25470,34410,8940,30
16470,25470,34470,9000,90
15930,25470,35010,9540,90
15210,25470,35730,10260,90
13110,25470,37830,12360,30
11070,25470,39870,14400,90
9030,25470,41910,16440,30
8910,25470,42030,16560,90
7590,25470,43350,17880,30
24090,25530,26970,1440,30
23670,25530,27390,1860,30
23430,25530,27630,2100,30
23142,25530,27918,2388,6
16650,25530,34410,8880,1110
14250,25530,36810,11280,30
12558,25530,38502,12972,138
11070,25530,39990,14460,30
10890,25530,40170,14640,30
9030,25530,42030,16500,30
23166,25542,27918,2376,594
21714,25542,29370,3828,66
21330,25542,29754,4212,54
21294,25542,29790,4248,18
20130,25542,30954,5412,66
18090,25542,32994,7452,54
14994,25542,36090,10548,18
8910,25542,42174,16632,594
5850,25542,45234,19692,18
5610,25542,45474,19932,66
5130,25542,45954,20412,54
4950,25542,46134,20592,198
25530,25974,26418,444,222
24318,25974,27630,1656,18
15930,25974,36018,10044,54
14310,25974,37638,11664,54
13986,25974,37962,11988,1998
12558,25974,39390,13416,78
6630,25974,45318,19344,78
4950,25974,46998,21024,18
24390,26070,27750,1680,30
21330,26070,30810,4740,2370
20130,26070,32010,5940,330
18414,26070,33726,7656,66
17670,26070,34470,8400,30
16470,26070,35670,9600,30
14310,26070,37830,11760,30
14250,26070,37890,11820,30
12750,26070,39390,13320,30
11730,26070,40410,14340,30
9030,26070,43110,17040,30
6630,26070,45510,19440,30
4410,26070,47730,21660,30
25350,26370,27390,1020,30
24822,26370,27918,1548,18
24210,26370,28530,2160,90
22410,26370,30330,3960,90
21330,26370,31410,5040,90
19710,26370,33030,6660,90
19170,26370,33570,7200,90
16650,26370,36090,9720,90
15930,26370,36810,10440,90
13950,26370,38790,12420,90
12750,26370,39990,13620,30
11610,26370,41130,14760,90
11250,26370,41490,15120,90
11070,26370,41670,15300,90
8910,26370,43830,17460,90
24822,26418,28014,1596,42
24738,26418,28098,1680,42
20034,26418,32802,6384,42
18942,26418,33894,7476,42
16254,26418,36582,10164,42
15810,26418,37026,10608,102
13398,26418,39438,13020,42
11718,26418,41118,14700,42
7770,26418,45066,18648,1554
6090,26418,46746,20328,42
4590,26418,48246,21828,102
4290,26418,48546,22128,6
25542,26586,27630,1044,18
25074,26586,28098,1512,126
24318,26586,28854,2268,126
23058,26586,30114,3528,126
20034,26586,33138,6552,126
19866,26586,33306,6720,42
17766,26586,35406,8820,126
16254,26586,36918,10332,126
15246,26586,37926,11340,126
15210,26586,37962,11376,18
13986,26586,39186,12600,126
13566,26586,39606,13020,42
11718,26586,41454,14868,126
11466,26586,41706,15120,126
5850,26586,47322,20736,18
25074,26622,28170,1548,18
24930,26622,28314,1692,18
24390,26622,28854,2232,18
23058,26622,30186,3564,54
19350,26622,33894,7272,18
17670,26622,35574,8952,6
11070,26622,42174,15552,54
7770,26622,45474,18852,6
6210,26622,47034,20412,54
22134,26970,31806,4836,186
21750,26970,32190,5220,870
19470,26970,34470,7500,30
16650,26970,37290,10320,30
15810,26970,38130,11160,930
13950,26970,39990,13020,930
12558,26970,41382,14412,6
9870,26970,44070,17100,30
9750,26970,44190,17220,30
9030,26970,44910,17940,30
6210,26970,47730,20760,30
4410,26970,49530,22560,30
26418,27258,28098,840,42
22302,27258,32214,4956,2478
22134,27258,32382,5124,42
21714,27258,32802,5544,462
19470,27258,35046,7788,3894
18942,27258,35574,8316,462
16758,27258,37758,10500,42
15834,27258,38682,11424,42
13398,27258,41118,13860,462
7770,27258,46746,19488,42
6270,27258,48246,20988,66
4830,27258,49686,22428,42
3990,27258,50526,23268,42
22410,27390,32370,4980,2490
